outcome,n_pos,ci_reliable,LogReg (raw),LogReg (raw + QA),ss-STraTS (raw),ss-STraTS (raw + QA),INTERVenE-Enc (σ-bins),INTERVenE-Enc (KB),INTERVenE-Enc (KB + QA)
HYPERGLYCEMIA_EVENT,1470,True,0.6683709429045249,0.670987959860561,0.7046811012962398,0.7117886333637933,0.694489394016313,0.7569581937252513,0.759705088503063
SEVERE_HYPERGLYCEMIA_EVENT,1317,True,0.7088699886161128,0.708348799958891,0.72904410281514,0.7270338359056951,0.7095800447737681,0.7637148118773769,0.7567526329324068
KIDNEY_COMPLICATION_EVENT,566,True,0.9242028028405778,0.9240690075131224,0.9237915537411232,0.9213227726508628,0.9008400802771964,0.9246485728498404,0.926934028611616
DEATH_EVENT,341,True,0.9168640261331156,0.9154935898950154,0.9080724465037172,0.9073401523306868,0.9033702405097036,0.9273152475795484,0.916499566360363
HYPOGLYCEMIA_EVENT,181,True,0.7992972817189005,0.7964815030567631,0.7932548856089919,0.7681961724541791,0.75442510163661,0.8118211195663504,0.8070566160374292
SEVERE_HYPOGLYCEMIA_EVENT,111,True,0.8220134888987348,0.8164919017378033,0.814668438930734,0.7964791020528724,0.7788549204942647,0.8267316496824694,0.8222773593265397
CARDIO-VASCULAR_DISORDER_EVENT,69,True,0.961362073998738,0.9605239615409968,0.9615253018931298,0.956848194919218,0.9156676805630108,0.9568387779253106,0.9568921408907848
INFECTION_EVENT,37,True,0.8071831780156151,0.7849581136309466,0.7929400684831961,0.7704999040770174,0.8188857818885783,0.8077877834814811,0.7780342183439624
