,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
METFORMIN_HOSPITAL_BITZUA__first,-0.1463454,-0.01813689,0.013229504,0.0024015703,-0.07471875,-0.05854161,-0.010416713,0.025062392
NEUTROPHILS_MEASURE__first,0.1359987,-0.2269819,0.033524137,-0.06702582,-0.02907513,-0.0009276618,-0.00012980675,-0.008016472
PH_MEASURE__first,0.01970134,0.011677301,0.0028850222,0.040774886,0.057845414,0.008266787,0.009779208,-0.0016177137
PLT_MEASURE__first,-0.031654917,-0.054343585,-0.123478845,-0.19306779,0.06647798,-0.03579372,-0.030779343,-0.16423762
POTASSIUM_MEASURE__first,-0.118418515,0.02952908,-0.0015939866,0.056459222,0.15268579,-0.03754428,-0.007905731,0.035425782
SEVERE_HYPERGLYCEMIA_EVENT__first,-0.006691018,-0.009737717,-0.019769626,-0.021177564,-0.0095853275,-0.005671426,-0.022025065,0.0099581
SEVERE_HYPOGLYCEMIA_EVENT__first,0.023390435,0.023790525,-0.024867918,0.00518403,0.018820614,0.0077126757,0.0072311237,0.022309663
SGLT2_HOME_BITZUA__first,0.01707384,-0.07705677,-0.0462598,-0.059104886,-0.0012145155,-0.056439586,0.02151731,-0.02395546
SGLT2_HOSPITAL_BITZUA__first,0.05020412,0.13176844,-0.0049041635,-0.0077737905,0.04316075,0.19276808,-0.026632322,0.024725212
SODIUM_MEASURE__first,-0.08833826,-0.06820846,-0.022659877,0.014809521,0.022703506,-0.052413,-0.070794865,0.06568259
STEROIDS_IV_BITZUA__first,0.037355334,-0.058627136,-0.011802701,0.0037661113,0.23076801,0.048766073,-0.024660232,0.14542793
STEROIDS_PO_BITZUA__first,-0.04916112,0.08131388,0.050249163,0.16959016,0.009399312,-0.030031187,-0.011002631,0.26221955
TROPONIN_MEASURE__first,-0.014619817,-0.13039976,0.00049686263,0.115361266,0.004284308,-0.03526164,0.0071414625,0.14630938
UREA_MEASURE__first,0.015824556,-0.05541548,0.028260572,-0.0028503584,0.022985807,-0.13251963,0.0015402733,-0.070098095
URINE_CULTURE__first,-0.022906618,-0.017941456,0.0015807529,0.0046515344,-0.015451227,0.002143633,0.015064959,0.0005938255
WEIGHT_MEASURE__first,-0.025491886,-0.100055605,0.034046605,0.027600423,0.047515154,0.04704667,-0.027565818,0.020138692
ADMISSION__last,-0.012147728,-0.015495078,0.0058414745,0.017588966,-0.02331598,-0.018726526,-0.022276185,-0.0076806913
ALANINE-AMINOTRANSFERASE_MEASURE__last,0.036912613,0.059082955,0.07594976,-0.05936226,-0.04307179,-0.062044613,0.014740194,-0.074341044
ALBUMIN_SERUM_MEASURE__last,0.015653437,-0.2041471,-0.07789555,-0.10610974,-0.21507742,-0.04715315,-0.0850232,-0.10272214
ANTIBIOTIC_IV_BITZUA__last,0.024525374,0.04096898,-0.011861151,0.020170666,0.014177096,-0.050760716,-0.040686842,0.06380595
ANTIBIOTIC_PO_BITZUA__last,-0.01621168,0.060306348,0.010985264,0.0074195913,-0.02199473,-0.019813837,-0.017060949,0.08140428
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__last,0.004169535,0.0022635725,0.0006963815,-0.025548974,-0.0037460153,-0.005122065,-0.014320647,-0.027001953
ASPARATE-AMINOTRANSFERASE_MEASURE__last,0.024698993,0.22202826,-0.08177518,0.037689365,-0.069000125,-0.061419368,-0.0746054,-0.0013949093
BASAL_DOSAGE__last,-0.048848424,-0.08517129,-0.11691071,0.114429966,0.03989854,-0.11794195,-0.073957086,0.04380558
BASAL_HOME_BITZUA__last,-0.018733595,0.0076114032,0.004027827,-0.013434098,0.0069389315,-0.006753777,-0.0074251182,0.0027047216
BASE_GLUCOSE_MEASURE__last,0.011210406,0.00421489,-0.0029972487,-0.006780379,0.00018836682,-0.0017467006,-0.0028053413,-6.535086e-05
BICARBONATE_MEASURE__last,0.11358084,-0.2897618,-0.014902127,-0.07054896,-0.022821497,-0.021993348,0.004619746,-0.088917404
BLOOD_CULTURE__last,-0.0057874774,0.020602215,-0.015121649,-0.0067800777,0.008437455,0.019412212,-0.018205043,-0.0017340998
BLOOD_PRESSURE_DIASTOLIC_MEASURE__last,0.0013325842,-0.03506593,-0.002139159,-0.022614518,-0.027686674,0.023611799,0.01719808,0.010780502
BLOOD_PRESSURE_SYSTOLIC_MEASURE__last,0.0016746733,-0.0074777943,0.010825044,0.022941303,0.05320222,-0.03402356,0.0076238844,0.020044142
BMI_MEASURE__last,-0.020735594,0.0125731025,0.025146907,0.008770879,-0.0077072866,-0.022032017,-0.032347903,0.028363202
BODY_TEMPERATURE_MEASURE__last,0.0054075513,0.06862633,0.010514621,-0.011267243,0.4193325,0.05537594,-0.0015544121,0.0028366533
BOLUS_DOSAGE__last,0.009185057,-0.025755698,-0.029685773,-0.09075513,-0.02804325,-0.050113797,-0.013541008,-0.08588119
CALCIUM-GLUCONATE_BITZUA__last,0.028966965,-0.19165108,0.10542473,0.2564249,0.04594366,0.009738086,0.11569126,0.29804453
CARDIO-VASCULAR_DISORDER_EVENT__last,-0.0021485637,-0.022500502,-0.0017517293,-0.0057868166,-0.008446075,0.021466713,-0.021169433,-0.012948803
CARDIOVASCULAR_DISORDER_OBS__last,-0.017495431,-0.023438666,-0.018920697,0.0049963845,0.00973509,0.011864409,-0.018601263,-0.011997733
CHEST_XRAY__last,0.011682075,0.006194658,0.021219864,0.005529519,-0.0192673,-0.02301597,-0.0034554955,0.010591605
CREATINE-KINASE_MEASURE__last,-0.0017720995,0.049940083,-0.034156,0.13896258,-0.04051717,-0.06781467,-0.043737475,0.16481891
CREATININE_SERUM_MEASURE__last,-0.01686194,0.35463798,0.02088356,0.11067255,-0.06544584,0.17602876,0.014334956,0.05581244
DEXTROSE_BITZUA__last,0.009919881,-0.022687396,0.014040839,-0.05233215,0.023128424,-0.014172319,-0.006155808,-0.07339709
DIABETES_DIAGNOSIS__last,-0.00025147825,-0.014757873,-0.023807565,-0.014504648,-0.006546793,-0.00039307046,-0.003065161,0.0030078874
DIALYSIS__last,-0.0050479793,0.018409025,0.022165665,0.022819497,-0.00069436093,-0.006423165,0.01490878,0.015022857
E-GFR_MEASURE__last,-0.028341265,-0.28890818,-0.09106867,-0.06079019,-0.1534386,-0.15128466,0.004291747,-0.06439505
EGFR_MEASURE__last,-0.0869452,-0.3517759,0.0024307799,-0.13781658,-0.17696825,-0.21436591,0.04171041,-0.10492298
GLUCOSE_MEASURE__last,-0.0033435326,0.03301034,-0.13413996,-0.12158993,0.011826037,0.04542075,-0.030601215,-0.0821615
HEART_RATE_MEASURE__last,0.0011175617,0.29989088,0.038739596,0.11904833,0.25993705,0.001124149,0.025911646,0.1104436
HEMATOCRIT_MEASURE__last,0.039807122,-0.0024703941,-0.0019371243,0.023235794,-0.16406232,0.009011199,-0.032462247,0.047265884
HEMOGLOBIN_MEASURE__last,-0.030934762,-0.095393136,-0.04728842,-0.10568192,-0.18556821,-0.030613147,-0.017208977,-0.10062719
HEPARIN_IV_BITZUA__last,0.0024952074,0.0017889967,0.022519264,0.00033537368,-0.060240377,-0.055642873,-0.016237432,0.1474458
HYPERGLYCEMIA_EVENT__last,0.02441765,-0.0064961207,-0.025273839,-0.019707387,-0.014610868,0.0016403424,0.017629372,0.016685188
HYPERTONIC_SALINE_BITZUA__last,0.0027502757,-0.04427837,0.0015356031,-0.060004383,-0.13057145,-0.092889726,-0.0771339,-0.105555825
HYPOGLYCEMIA_EVENT__last,-0.014899851,-0.02107687,0.013732772,0.00569465,-0.00349276,-0.018442212,-0.020386515,0.019239891
INFECTION_EVENT__last,0.012817397,0.018729651,-0.010916822,0.008667319,0.016537564,0.02066662,-0.01944254,0.011069165
INFECTION_WBC_MEASURE__last,0.047175974,0.23700275,0.014204867,0.01873706,0.14663543,0.06736684,0.03511182,0.0014314373
KETONES_SERUM_MEASURE__last,0.009118914,0.027903708,-0.01420512,-0.00271527,-0.049956914,-0.007093452,-0.0018870191,0.012759964
KETONES_URINE_MEASURE__last,-0.0131961545,0.020174347,-0.020438833,0.004261297,-0.075089134,-0.009624354,0.007913967,0.013525762
KIDNEY_COMPLICATION_EVENT__last,-0.009135147,0.00335877,0.024342474,-0.018531928,0.009020416,-0.015714575,-0.020989744,-0.017152246
KIDNEY_COMPLICATION_OBS__last,-0.007960124,0.017234128,0.0049396064,-0.008176419,-0.018162064,-0.02482166,-0.0070647923,0.010354671
MEAL_Breakfast__last,0.0016417445,-0.003110445,-0.0020335414,0.015783094,0.011778551,0.010462278,0.0040553105,-0.023307279
MEAL_Dinner__last,-0.0055557718,0.00079843204,0.018709626,-0.011239146,0.004938128,0.020567097,0.007827885,0.0025960258
MEAL_Lunch__last,0.01567695,-0.008413161,0.009074615,-0.02070474,-0.010524065,-0.007383471,-0.007462482,-0.003074157
MEAL_Night-Snack__last,-0.008031845,0.0035768556,-0.022215096,0.021932287,0.01709849,-0.009747419,-0.00599198,0.0062819486
METFORMIN_HOME_BITZUA__last,0.037798412,-0.02788431,0.022173652,0.072222434,0.07812684,0.15046215,-0.042142216,0.03259784
METFORMIN_HOSPITAL_BITZUA__last,0.0775,-0.07376025,0.033326674,0.022221666,-0.17227319,-0.005008999,7.118323e-05,-0.07565835
NEUTROPHILS_MEASURE__last,0.0020070516,0.3451763,0.08800036,0.17502737,0.32042015,0.08782362,0.04283336,0.18299091
PH_MEASURE__last,0.10267061,0.029062826,0.0153918285,-0.0047893906,0.043762155,-0.02968588,0.048317216,-0.011873983
PLT_MEASURE__last,-0.085201405,-0.4608926,-0.07733465,-0.033716593,-0.15889643,-0.072789825,-0.017737715,-0.02076218
POTASSIUM_MEASURE__last,0.008212194,0.082388796,-0.06516248,-0.006752317,0.06222901,-0.025994463,-0.047228094,-0.011757313
SEVERE_HYPERGLYCEMIA_EVENT__last,0.008372906,-0.0033234002,0.0057226056,-0.019273883,-0.014244322,0.019650904,-0.002884791,-0.0005709726
SEVERE_HYPOGLYCEMIA_EVENT__last,-0.008522066,0.016116956,0.0014675485,0.02004173,-0.0075877737,-0.014979135,0.012930447,0.017102733
SGLT2_HOME_BITZUA__last,-0.02586375,0.11353782,0.04829035,0.04703156,-0.015240321,0.06832101,-0.03679331,0.037693407
SGLT2_HOSPITAL_BITZUA__last,-0.060900632,-0.03706279,0.02512715,0.09976787,0.013251299,-0.1141768,0.05895159,0.07987364
SODIUM_MEASURE__last,0.019290714,0.12601312,0.026240572,0.010256454,-0.01551634,0.09838505,0.0033694096,0.006271884
STEROIDS_IV_BITZUA__last,0.03144961,-0.022399548,0.029989481,-0.073114544,-0.1913125,0.011612221,-0.01304426,0.03605805
STEROIDS_PO_BITZUA__last,0.04285768,0.0018151519,0.043574274,0.08466331,-0.109533355,-0.10407991,0.07217761,0.1089618
TROPONIN_MEASURE__last,0.009285709,0.06027384,0.05063818,0.1391007,0.12261648,0.02566454,0.039276317,0.0779402
UREA_MEASURE__last,-0.05012838,0.30918333,0.029797694,0.04651785,0.04421372,0.14963144,0.054862935,0.107207075
URINE_CULTURE__last,-0.009378776,3.7337002e-05,-0.012041031,0.009166975,-0.02337406,-0.015363658,0.019677764,-0.00029695398
WEIGHT_MEASURE__last,-0.064334944,0.027727706,-0.050165705,-0.06294525,-0.011532876,-0.036292605,-0.045307558,-0.05028118
ADMISSION__p25,0.02377761,-0.008377429,-0.020169528,0.019548584,-0.020705199,-0.019002056,0.0020940022,-0.0013006934
ALANINE-AMINOTRANSFERASE_MEASURE__p25,0.030818582,-0.030344209,-0.051159274,-0.10186494,-0.085997306,-0.0496195,-0.044329204,-0.15824042
ALBUMIN_SERUM_MEASURE__p25,-0.045845535,-0.07063627,0.0011123331,-0.021878244,0.043444566,-0.024429597,0.022379592,-0.0033030212
ANTIBIOTIC_IV_BITZUA__p25,0.07140598,-0.08046156,-0.06940905,-0.098503366,-0.022440918,-0.03912474,-0.09231967,-0.17970164
ANTIBIOTIC_PO_BITZUA__p25,0.0045397,0.002981651,-0.09545474,-0.029539444,0.029714536,-0.01787819,-0.051119283,-0.06346379
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__p25,0.0031049063,-0.035386447,-0.0277774,-0.0032419304,-0.0002489268,0.007564437,0.011624798,-0.029977625
ASPARATE-AMINOTRANSFERASE_MEASURE__p25,-0.0025873207,0.058137517,0.034159955,-0.008690398,0.013736338,-0.028004736,0.012940588,0.021446781
BASAL_DOSAGE__p25,-0.009201321,0.03467644,0.07320927,-0.030349806,-0.070457056,-0.024342474,0.06296438,0.03392239
BASAL_HOME_BITZUA__p25,-0.019308716,-0.0039247232,-0.02000906,0.00051340717,-0.006627895,0.009872383,-0.00011747666,0.0017688859
BASE_GLUCOSE_MEASURE__p25,-0.0063706688,0.019040026,0.017638253,0.0138980085,0.035048153,0.0011215509,0.009924732,0.012183586
BICARBONATE_MEASURE__p25,0.055771764,0.04451453,-0.062032767,0.02331288,0.10444126,0.007861903,-0.040569074,0.049064938
BLOOD_CULTURE__p25,0.021277832,-0.020054052,-0.025453255,0.023046853,-0.0107550975,0.008646449,-0.009065015,-0.01679234
BLOOD_PRESSURE_DIASTOLIC_MEASURE__p25,0.0063202656,-0.04023956,-0.03499105,0.007567885,-0.05184311,-0.08497973,-0.01500233,0.060973868
BLOOD_PRESSURE_SYSTOLIC_MEASURE__p25,-0.039044295,0.00895275,-0.030342977,-0.098375365,-0.055969905,-0.056281574,-0.010989092,-0.11311483
BMI_MEASURE__p25,0.017111003,-0.0026816872,0.004033989,-0.0066188043,-0.0003363744,-0.007444678,-0.0011130244,-0.020718377
BODY_TEMPERATURE_MEASURE__p25,-0.032898765,-0.13907267,-0.0009534724,0.03146369,-0.44134438,-0.019529266,-0.020756856,-0.06050475
BOLUS_DOSAGE__p25,-0.04832529,-0.06436269,-0.060551386,-0.21588933,-0.113409005,0.09235624,-0.019159356,-0.21662487
CALCIUM-GLUCONATE_BITZUA__p25,0.021552205,0.10052718,0.060764953,0.14548407,0.030961704,0.08720836,0.07317347,0.13839129
CARDIO-VASCULAR_DISORDER_EVENT__p25,0.019235598,-0.0081301555,0.01921999,-0.011355367,-0.0004417584,0.019889679,-0.0046332097,0.0022439682
CARDIOVASCULAR_DISORDER_OBS__p25,0.018924162,-0.020506304,0.02400085,-0.001426911,-0.024359457,0.006319068,-0.022674255,-0.008377145
CHEST_XRAY__p25,-0.008396011,-0.02029528,-0.008673593,0.025191555,0.003436406,0.017173378,-0.0016143036,0.020942125
CREATINE-KINASE_MEASURE__p25,-0.026022865,-0.020563591,0.049143527,-0.10723786,-0.045457304,-0.053713016,0.08065284,-0.16394943
CREATININE_SERUM_MEASURE__p25,0.07259773,-0.055657033,0.044939417,-0.058055345,-0.0935646,0.08246133,9.6051535e-06,-0.0114241345
DEXTROSE_BITZUA__p25,0.032724407,-0.010849241,0.023054682,0.020553341,-0.16449435,0.012361035,0.0267546,0.060069554
DIABETES_DIAGNOSIS__p25,-0.020358087,0.0021002826,-0.0147762215,0.01944066,0.007291152,-0.018510748,-0.005584789,0.017906532
DIALYSIS__p25,-0.004929251,0.0019620683,-0.0043934905,0.017132835,0.0039847093,0.022462288,0.008239471,0.0024303803
E-GFR_MEASURE__p25,-0.027798843,-0.007844082,-0.024826473,-0.04900198,-0.14553398,-0.016770959,-0.03375091,-0.012558714
EGFR_MEASURE__p25,-0.041100506,0.08760606,-0.0035686118,-0.0297981,-0.027873794,-0.03406194,-0.018083435,-0.03300247
GLUCOSE_MEASURE__p25,-0.043234836,0.05543128,-0.05209629,-0.19120313,-0.011527752,0.034633875,0.059231117,-0.11027656
HEART_RATE_MEASURE__p25,-0.057291668,0.057178702,-0.0076981066,-0.041869245,-0.112309255,0.039988503,0.013521344,0.042684916
HEMATOCRIT_MEASURE__p25,-0.03496094,0.0068957377,0.002954754,-0.028167345,-0.01495906,-0.010200184,0.026005233,-0.036450412
HEMOGLOBIN_MEASURE__p25,-0.04013558,0.0006949405,-0.053802665,-0.048244234,-0.07365087,-0.009702265,-0.041603953,-0.062285308
HEPARIN_IV_BITZUA__p25,-0.03445735,0.009849101,-0.0653432,0.0904074,0.008690622,0.027343241,0.02754577,-0.0008813156
HYPERGLYCEMIA_EVENT__p25,0.0011584994,-0.02011376,0.018846547,-0.014690293,0.022004256,-0.013176496,-0.009411422,-0.0054392684
HYPERTONIC_SALINE_BITZUA__p25,-0.056328256,0.07744073,-0.062492955,0.00086781464,-0.14120445,-0.102729134,-0.04090766,0.05051981
HYPOGLYCEMIA_EVENT__p25,0.013378914,-0.004293229,0.01931771,-0.0048940806,-0.0016875633,0.0058890833,-0.003470274,0.0057463944
INFECTION_EVENT__p25,-0.0018312728,0.0051908176,0.010559079,-0.014225239,-0.014582213,0.012612186,0.014343657,-0.007362677
INFECTION_WBC_MEASURE__p25,-0.0071747224,-0.040929276,0.010446494,-0.003622243,-0.16198295,-0.025584247,0.0040051555,-0.09413275
KETONES_SERUM_MEASURE__p25,-0.0160715,0.014565789,-0.024079792,0.017335938,0.027557468,0.0019833413,0.027394844,-0.002294789
KETONES_URINE_MEASURE__p25,0.007690236,-0.0024226194,6.721058e-05,-0.018281337,0.005770697,-0.017357437,0.024646778,-0.007992941
KIDNEY_COMPLICATION_EVENT__p25,0.018768514,-0.014219289,-0.00019861938,0.015705554,0.006040148,-0.0092393905,0.0160622,-0.0032443367
KIDNEY_COMPLICATION_OBS__p25,-0.013314644,0.012258005,-0.004518312,0.021568637,-0.01921455,-0.009303603,-0.012451088,0.0051172604
MEAL_Breakfast__p25,-0.022817954,-0.009610126,-0.02346309,0.012989306,-0.02257649,-0.00907567,0.016893197,-0.023126598
MEAL_Dinner__p25,0.0014451845,-0.009953393,0.007244518,0.004644811,0.0005664518,-0.01051737,-0.023600029,-0.015852707
MEAL_Lunch__p25,0.00042351068,-0.01458159,0.018460652,-0.005524852,-0.007233524,0.0010743,0.002621918,0.024236519
MEAL_Night-Snack__p25,-0.014359266,-0.010563808,-0.0025713402,0.012372494,0.015469909,0.02468627,0.024299903,-0.0047369436
METFORMIN_HOME_BITZUA__p25,-0.0099957045,0.0017441892,0.02413205,0.0071090143,0.033110786,-0.0036156317,-0.008184239,0.012012527
METFORMIN_HOSPITAL_BITZUA__p25,0.014073273,-0.019175202,0.11485818,0.028395055,0.009109657,-0.052469198,0.05404487,0.008692048
NEUTROPHILS_MEASURE__p25,-0.08007949,0.046828385,0.05793484,0.061570413,0.061664566,0.03590482,0.04538949,0.06779816
PH_MEASURE__p25,-0.035127528,0.008606745,0.00497255,-0.04644297,0.24776287,-0.03008574,-0.025731206,-0.06576264
PLT_MEASURE__p25,0.01602359,1.6216747e-05,0.04520965,0.06053782,0.0760522,0.0060928278,0.07313986,0.04336518
POTASSIUM_MEASURE__p25,0.10998594,0.012757208,-0.0097449925,-0.034189798,0.008247186,0.045049187,-0.026577063,0.031506795
SEVERE_HYPERGLYCEMIA_EVENT__p25,-0.014280297,0.0034911288,-0.0043145646,0.002271058,-0.007997029,0.024575062,-0.025227312,0.022357749
SEVERE_HYPOGLYCEMIA_EVENT__p25,0.016947804,0.01835744,-0.024199571,0.014822769,-0.0193422,-0.005978616,0.0038509555,-0.02310477
SGLT2_HOME_BITZUA__p25,-0.004854451,-0.030780593,-0.0074963183,0.008367201,-0.015803203,0.01364204,-0.011057055,0.014990507
SGLT2_HOSPITAL_BITZUA__p25,-0.031285338,-0.05112523,-0.0122063635,0.045246303,0.01706755,-0.02044404,-0.008934321,0.0045691314
SODIUM_MEASURE__p25,0.01789487,0.0117630325,0.019180743,-0.03993898,-0.022025863,-0.045383386,0.050095238,-0.10256738
STEROIDS_IV_BITZUA__p25,-0.008098054,0.04890404,-0.050974537,0.07352028,-0.020493658,0.09868797,-0.023869729,0.022915138
STEROIDS_PO_BITZUA__p25,-0.062425476,-0.03806933,0.00806294,-0.09237201,-0.0027273917,0.056709196,-0.068648875,-0.12464615
TROPONIN_MEASURE__p25,-0.033944994,0.0106691085,-0.027323036,-0.085178144,-0.0010112907,0.043952044,-0.033311043,-0.06289307
UREA_MEASURE__p25,-0.03930034,0.017936593,0.0021192431,-0.032660395,0.0112893535,-0.037023596,-0.0053445874,-0.020947736
URINE_CULTURE__p25,0.022424374,0.0152610885,0.0213469,-0.0033826935,-0.00898633,0.004150644,-0.020165855,-0.010241437
WEIGHT_MEASURE__p25,-0.02605044,-0.03459437,0.006586826,-0.016120134,0.016704667,-0.020235723,0.0047961553,-0.02314401
ADMISSION__median,-0.0024266047,0.014274554,0.001395694,-0.02355093,-0.01075066,0.0032090074,0.013401553,-0.017352354
ALANINE-AMINOTRANSFERASE_MEASURE__median,0.033965893,-0.1107921,0.043827932,-0.010378319,-0.10417248,0.10557211,0.016842261,-0.011024564
ALBUMIN_SERUM_MEASURE__median,-0.05483859,-0.07189382,0.009959258,-0.00851647,0.013227086,-0.06340584,-0.020407582,-0.03905554
ANTIBIOTIC_IV_BITZUA__median,0.044825718,0.10056369,0.017752856,0.112893336,-0.03205771,0.003079925,0.03725729,0.046075962
ANTIBIOTIC_PO_BITZUA__median,-0.027458314,-0.020199988,0.025748363,-0.018937595,0.05942366,-0.0338119,0.0009798253,-0.032154974
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__median,-0.020213855,0.011422821,-0.000688424,-0.027178226,4.4170072e-05,-0.01857662,0.0013021984,-0.021330416
ASPARATE-AMINOTRANSFERASE_MEASURE__median,-0.0032393613,-0.0045862463,-0.012457349,0.012587359,0.049030107,0.010099562,0.025824333,0.022335604
BASAL_DOSAGE__median,-0.026057394,0.05357843,0.023721695,-0.024471276,0.03980504,-0.07955828,-0.032715537,-0.06881801
BASAL_HOME_BITZUA__median,-0.0016973207,-0.020904656,-0.0030066103,-0.022635046,-0.009658796,-0.014667543,0.017766654,0.016878016
BASE_GLUCOSE_MEASURE__median,-0.009332582,0.0025119127,0.02522444,0.0054172915,0.0027246312,0.010900646,0.010649861,-0.021538846
BICARBONATE_MEASURE__median,-0.026711185,0.06463275,-0.012471478,0.015242286,-0.11896054,0.026985368,-0.023412146,0.016405342
BLOOD_CULTURE__median,-0.0012252525,-0.010812479,-0.019017648,-0.01438634,0.023374477,0.0078515485,-0.012046373,-0.022320345
BLOOD_PRESSURE_DIASTOLIC_MEASURE__median,-0.010189301,0.0023288704,0.033314463,0.10430288,-0.07415177,0.06538245,0.0765092,0.006880649
BLOOD_PRESSURE_SYSTOLIC_MEASURE__median,-0.023193508,0.016637728,0.014850373,-0.13011573,0.32718801,0.048585773,-0.009155792,-0.12805146
BMI_MEASURE__median,0.0014660453,-0.00773077,-0.023595883,0.014665651,0.009167763,-0.0070530344,0.002743976,-0.013338924
BODY_TEMPERATURE_MEASURE__median,0.011468347,0.030598558,0.010262305,-0.05993039,0.08284202,0.061509084,0.0182883,-0.08076911
BOLUS_DOSAGE__median,-0.08557549,0.06749158,0.025741946,0.07531403,0.00017145541,-0.05060782,0.008649108,0.054100007
CALCIUM-GLUCONATE_BITZUA__median,0.03407842,-0.035550527,0.07449905,0.03951175,0.01953877,0.086761534,0.026318586,0.09517064
CARDIO-VASCULAR_DISORDER_EVENT__median,-0.0057859924,-0.016045216,-0.021199381,-0.019488122,0.022046858,0.0224189,-0.014967564,0.023737112
CARDIOVASCULAR_DISORDER_OBS__median,-0.0038839038,-0.0073691756,-0.0255173,-0.012528589,0.019947274,-0.0002442269,-0.0062073916,0.011017501
CHEST_XRAY__median,-0.0147183025,-0.02296611,0.005504265,-0.01732482,-0.012064283,0.01658066,-0.02317892,0.021956552
CREATINE-KINASE_MEASURE__median,0.008155113,0.0028695778,0.0006996559,0.063058436,-0.10121286,-0.013866848,-0.034654748,0.026691861
CREATININE_SERUM_MEASURE__median,0.08612165,-0.024442444,0.003131994,-0.038712896,-0.14294533,0.1039788,0.02659892,0.01076578
DEXTROSE_BITZUA__median,-0.0318785,0.020663096,-0.020396916,-0.00011620766,0.06301055,-0.08921142,-0.012746889,-0.08612924
DIABETES_DIAGNOSIS__median,-0.024787271,0.021320097,0.022142425,0.010411272,0.02202624,-0.019358039,0.008995884,-0.006321478
DIALYSIS__median,0.005905557,-0.02421254,0.016502485,-0.0017573895,-0.01584726,-0.01363564,0.013739441,0.015201722
E-GFR_MEASURE__median,-0.008100442,-0.06510684,-0.006005099,-0.11316083,-0.08687929,-0.0080736065,0.0090777865,-0.06358246
EGFR_MEASURE__median,0.04332957,0.1036755,-0.027759705,-0.096916534,-0.063693,0.0042009484,0.0012253132,-0.056798454
GLUCOSE_MEASURE__median,0.059790246,0.1076829,0.017254386,0.018282766,-0.21913786,-0.11587583,0.054631103,0.038443163
HEART_RATE_MEASURE__median,0.030138273,0.08240842,0.056719545,0.0060998257,-0.016119039,0.003362979,0.029564003,-0.042285886
HEMATOCRIT_MEASURE__median,0.018785305,0.035293438,0.0055246567,0.054536898,0.1432147,0.01697567,0.00950443,0.06839401
HEMOGLOBIN_MEASURE__median,-0.025005795,0.0341935,-0.019148044,0.009703628,0.11919359,-0.010728903,-0.012890649,0.005395013
HEPARIN_IV_BITZUA__median,-0.0556737,0.009742938,0.0076474315,0.030768994,0.25398952,0.03844524,-0.01490667,-0.023865731
HYPERGLYCEMIA_EVENT__median,-0.003132461,-0.012365896,-0.0184765,0.011434841,-0.020016797,0.0058528194,0.025388276,0.014625185
HYPERTONIC_SALINE_BITZUA__median,0.007958533,-0.037152775,-0.0013521689,0.011790906,0.03937754,0.05743436,-0.013479259,-0.014182897
HYPOGLYCEMIA_EVENT__median,0.022288153,0.019372756,0.019963488,-0.0201737,-0.004054666,0.005742823,-0.005656883,-0.0030047155
INFECTION_EVENT__median,-0.001154369,0.019109203,-0.02500827,0.0010653499,-0.0063589117,-0.0066228816,0.0042623985,0.0064040767
INFECTION_WBC_MEASURE__median,-0.020720573,-0.060504198,0.062289793,-0.038648028,-0.13374047,0.004393086,0.01738476,-0.056151453
KETONES_SERUM_MEASURE__median,-0.018819325,0.024502061,0.00026310046,-0.014349904,0.013800819,0.022147676,-0.010967549,-0.000113987226
KETONES_URINE_MEASURE__median,-0.009017004,-0.013316883,-0.0027073696,0.053368703,-0.028601257,0.008062456,-0.01479378,0.006886466
KIDNEY_COMPLICATION_EVENT__median,0.014637119,-0.010849197,0.0010469354,-0.023909107,-0.01212341,0.021510229,0.012102213,0.008605682
KIDNEY_COMPLICATION_OBS__median,0.008966774,0.013829512,0.014551681,-0.015854148,-0.008469155,0.017338978,0.024749082,-0.002412036
MEAL_Breakfast__median,0.014815156,-0.021720473,-0.017759902,0.0037244319,-0.0031322045,0.0022321243,-0.0014648482,0.017821671
MEAL_Dinner__median,0.014447017,0.0059849694,0.021891475,0.012412114,0.013895467,0.00058556086,0.00023093211,-0.0032232187
MEAL_Lunch__median,-0.012865907,0.009168056,0.016316766,-0.009243557,-0.01367297,0.019499492,-0.004773968,0.0052168127
MEAL_Night-Snack__median,-0.009709928,-0.005344903,-0.0054996856,-0.00026102673,-0.0058456226,0.011867696,0.018963918,0.0043450897
METFORMIN_HOME_BITZUA__median,0.012520952,0.0016844907,0.057496928,-0.015892532,-0.017422281,-0.012010328,0.0466096,-0.009723415
METFORMIN_HOSPITAL_BITZUA__median,0.013264515,0.0744756,-0.092559695,0.07006425,-0.1652674,-0.009811786,-0.04714516,0.008522457
NEUTROPHILS_MEASURE__median,0.0032303473,0.0026702175,0.057024073,-0.003460007,0.039627414,0.003470894,0.038349334,0.050796475
PH_MEASURE__median,0.0068643065,-0.15773986,0.010081437,0.053034898,-0.23326713,0.05215102,0.060719732,0.14644602
