,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
CARDIOVASCULAR_DISORDER_OBS__rate_per_day,-0.08405263,-0.0065598353,-0.0672974,-0.057641592,0.01667357,-0.046258736,-0.06915414,-0.048344914
CHEST_XRAY__rate_per_day,-0.031910963,-0.16096835,-0.0529997,-0.0075479164,-0.17140462,-0.1373892,-0.053775813,-0.04030429
CREATINE-KINASE_MEASURE__rate_per_day,0.027239505,-0.0067209047,-0.0057755853,-0.03434171,0.04144166,-0.022043152,-0.011048363,0.061731264
CREATININE_SERUM_MEASURE__rate_per_day,0.0366547,0.005962883,0.04378575,-0.017802818,0.07302178,0.0117185665,-0.0020923268,-0.042263422
DEXTROSE_BITZUA__rate_per_day,0.0020661645,-0.008326966,0.020590555,0.0037171065,0.0662319,0.05726353,-0.0060661174,-0.00084789755
DIABETES_DIAGNOSIS__rate_per_day,-0.023517426,-0.037549417,0.05558413,0.03135398,-0.043741304,0.032298245,0.043285724,0.052107714
DIALYSIS__rate_per_day,0.047887094,-0.024444519,0.06890987,0.05934243,-0.11490711,0.049829267,0.07725901,0.021507764
E-GFR_MEASURE__rate_per_day,-0.03713728,0.0338724,0.027033119,-0.009247085,0.06264227,0.012022258,0.01070582,0.0139067825
EGFR_MEASURE__rate_per_day,0.018385949,0.021950483,0.016839545,0.007833921,0.085551284,0.06353534,-0.020007547,0.0083163725
GLUCOSE_MEASURE__rate_per_day,-0.011327708,-0.0024360856,0.02783932,0.055534866,0.0055557624,0.00054208934,0.026574312,0.049581785
HEART_RATE_MEASURE__rate_per_day,-0.06383534,0.0012643551,-0.015336337,-0.0024676719,0.020722924,-0.028198633,-0.024717642,0.0076564294
HEMATOCRIT_MEASURE__rate_per_day,-0.04206076,0.020786034,0.007862599,0.056737933,-0.11813156,0.014485518,0.03379513,0.056854367
HEMOGLOBIN_MEASURE__rate_per_day,0.03024841,-0.046175808,0.06853878,0.016023636,0.09599739,-0.013676271,0.052811064,0.019718755
HEPARIN_IV_BITZUA__rate_per_day,0.062296472,-0.0024358323,0.027145976,-0.06946741,0.101820886,0.04598374,0.035971295,-0.074594095
HYPERGLYCEMIA_EVENT__rate_per_day,-0.025159687,-0.018358665,-0.016259877,0.004354409,-0.03422898,-0.030917611,-0.016132578,-0.009003851
HYPERTONIC_SALINE_BITZUA__rate_per_day,0.08463363,0.0024703345,-0.00072563527,0.02709244,-0.058624297,-0.00069972477,-0.021698926,0.07980099
HYPOGLYCEMIA_EVENT__rate_per_day,-0.01141587,0.007112266,0.0062340074,0.012238037,0.025148138,0.015355469,0.0048552887,0.030960623
INFECTION_EVENT__rate_per_day,-0.0045948764,0.018298816,-0.0147709865,0.0002536253,0.010028112,0.027725019,0.021325307,0.02917013
INFECTION_WBC_MEASURE__rate_per_day,-0.014713899,-0.035780013,-0.02091747,-0.028182045,-0.10587343,0.0099842725,-0.0077333497,-0.019862408
KETONES_SERUM_MEASURE__rate_per_day,0.026548306,-0.022270486,-0.001951835,0.04809417,-0.17322147,-0.06930055,0.04565831,0.08054985
KETONES_URINE_MEASURE__rate_per_day,0.05459585,0.04682912,-0.01980061,-0.042929865,-0.030374464,-0.051782068,-0.010213749,-0.08518944
KIDNEY_COMPLICATION_EVENT__rate_per_day,-0.0067269173,0.024156084,-0.010606719,0.014044236,-0.04853395,0.08854076,0.015171493,0.018021233
KIDNEY_COMPLICATION_OBS__rate_per_day,0.012780091,0.059561238,0.01468172,0.020437941,-0.043733556,0.00799496,0.04538615,0.104894355
MEAL_Breakfast__rate_per_day,-0.013294994,0.008778614,0.027054675,0.018497748,0.01755809,0.00542576,0.031912852,0.04482321
MEAL_Dinner__rate_per_day,0.025968205,0.0066706757,0.0436399,0.028410466,0.051055558,0.010724332,0.026584774,0.05370357
MEAL_Lunch__rate_per_day,0.026487453,-0.005761523,0.02515409,0.031410486,0.04552871,0.02334288,0.019385802,0.046408474
MEAL_Night-Snack__rate_per_day,0.018297803,-0.013605045,0.048831176,0.041142013,0.03228066,-0.0025360833,0.016919514,0.010851928
METFORMIN_HOME_BITZUA__rate_per_day,0.01711876,-0.05482108,-0.033521462,0.0078805275,-0.0036122971,0.046196967,-0.06166808,0.012147151
METFORMIN_HOSPITAL_BITZUA__rate_per_day,-0.018910384,0.0863517,-0.019824337,-0.0030347973,0.00909132,0.07192092,0.009477369,-6.426946e-05
NEUTROPHILS_MEASURE__rate_per_day,-0.032174673,-0.00016568344,-0.0014426401,-0.021280477,0.082918696,-0.02941857,-0.029471083,-0.027616577
PH_MEASURE__rate_per_day,-0.043415476,-0.017923594,-0.030884648,0.018457197,-0.22533517,-0.05775688,-0.007735984,0.08954365
PLT_MEASURE__rate_per_day,0.043141484,0.03360899,-0.08053465,-0.026753774,-0.01280521,-0.0074029933,-0.07840121,-0.018874891
POTASSIUM_MEASURE__rate_per_day,-0.037723925,0.019341618,0.0067617917,-0.023443729,-0.021967074,-0.027218923,0.005168431,-0.045806997
SEVERE_HYPERGLYCEMIA_EVENT__rate_per_day,0.043454397,-0.021245493,-0.040899377,-0.04595213,-0.046767563,0.0041534137,-0.04634985,-0.0644044
SEVERE_HYPOGLYCEMIA_EVENT__rate_per_day,-0.027987177,-0.020739919,-0.023860091,-0.0041413764,0.012822486,-0.023019021,-0.023459725,0.026895722
SGLT2_HOME_BITZUA__rate_per_day,0.0045015714,0.12791389,-0.10605097,-0.038423367,-0.025010223,-0.11644968,-0.04474623,-0.030301677
SGLT2_HOSPITAL_BITZUA__rate_per_day,-0.00528306,0.013693304,0.002926226,-0.006955508,0.035160083,0.025951132,0.028316477,0.034765832
SODIUM_MEASURE__rate_per_day,0.018351855,-0.025566062,-0.032414775,0.00513622,0.026073793,0.0048781065,-0.009087919,-0.0058449386
STEROIDS_IV_BITZUA__rate_per_day,0.08061905,-0.043727033,-0.024102857,0.03948768,0.014032379,-0.0052686688,0.0033692382,0.062610075
STEROIDS_PO_BITZUA__rate_per_day,-0.030835645,-0.021674283,-0.02161326,-0.0432314,0.027601006,-0.022986863,0.009368259,-0.06074871
TROPONIN_MEASURE__rate_per_day,-0.13820776,0.11182085,-4.4916997e-05,-0.016977757,0.09827639,0.014878301,0.01035464,-0.01409426
UREA_MEASURE__rate_per_day,0.03203475,0.058811948,-0.011985501,0.038307562,-0.16396166,-0.01017317,0.06682939,-0.0015252285
URINE_CULTURE__rate_per_day,-0.041850343,0.045950018,-0.030275844,-0.010769064,-0.06424105,-0.016885813,-0.013498233,-0.011970822
WEIGHT_MEASURE__rate_per_day,-0.16641872,0.11772802,-0.03107055,0.062140007,-0.03212187,0.06825536,-0.008405981,0.13024577
ADMISSION__observed,0.0040377616,-0.0066633928,-0.02234611,-0.01975163,-0.0057109646,-0.019285008,-0.0045775427,-0.023025293
ALANINE-AMINOTRANSFERASE_MEASURE__observed,-0.015817346,0.0013898405,0.0053768726,0.041475095,-0.028765151,-0.034261048,0.027400842,0.0006609334
ALBUMIN_SERUM_MEASURE__observed,0.0093786605,-0.021437706,-0.009302976,-0.00701557,0.029672293,0.019667298,-0.019824877,-0.018235197
ANTIBIOTIC_IV_BITZUA__observed,-0.0125907445,0.009405256,0.008103663,0.0022067525,0.024632644,0.012701262,0.024445664,0.0125815235
ANTIBIOTIC_PO_BITZUA__observed,0.012825111,-0.013532208,0.0043175556,-0.026235584,-0.029274201,-0.01743161,-0.018932104,-0.012679438
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__observed,-0.012054971,-0.0038195467,0.02657039,0.04555698,0.028200604,0.005511813,0.0146562625,0.0038632029
ASPARATE-AMINOTRANSFERASE_MEASURE__observed,-0.016445003,-0.00027639128,-0.019996831,0.004008404,-0.0065045115,0.010864727,-0.030146332,-0.030612474
BASAL_DOSAGE__observed,-0.013684799,0.0033193368,0.013180489,0.037825514,-0.0013539683,-0.0015987384,0.023499796,0.03423465
BASAL_HOME_BITZUA__observed,-0.010005609,0.002900267,-0.015547315,0.0028209565,-0.019871227,0.02096749,-0.013383987,-0.0037167969
BASE_GLUCOSE_MEASURE__observed,0.01379752,-0.018750763,0.012427784,-0.0053150356,-0.006560681,0.008824963,0.009107761,0.026927965
BICARBONATE_MEASURE__observed,0.009463187,0.006937492,-0.003887004,0.02502117,0.028645542,0.012743504,0.019257396,0.0495283
BLOOD_CULTURE__observed,-0.02922256,0.0131906215,-0.0123542445,0.017991854,-0.03654899,-0.002929953,0.00583616,-0.012719566
BLOOD_PRESSURE_DIASTOLIC_MEASURE__observed,0.0058099516,0.029080808,-0.008338998,-0.017449498,-0.014657466,0.0036335743,0.014127988,-0.010509467
BLOOD_PRESSURE_SYSTOLIC_MEASURE__observed,0.014516176,0.013011982,0.012299607,0.0074747074,-0.016642518,0.0051428983,-0.0090140505,-0.0007017509
BMI_MEASURE__observed,-0.011709117,0.015069824,-0.023140354,-0.020553209,-0.0075455834,-0.018915877,0.0027889682,-0.014343489
BODY_TEMPERATURE_MEASURE__observed,-0.027283482,0.013835439,-0.015128933,0.02603132,0.009864723,0.026544785,-0.011806573,0.015646445
BOLUS_DOSAGE__observed,-0.015162311,0.013605379,-0.008678186,0.022109687,0.010467647,0.0099509,0.01476823,0.013890461
CALCIUM-GLUCONATE_BITZUA__observed,0.008073753,-0.012992198,-0.010250406,-0.017358154,-0.012604251,-0.007569267,0.024076704,0.024190787
CARDIO-VASCULAR_DISORDER_EVENT__observed,0.06344717,0.00292473,-0.029699985,-0.020841694,0.01578084,-0.003934513,0.027402949,0.0019815902
CARDIOVASCULAR_DISORDER_OBS__observed,0.030555021,0.023041323,0.008392543,0.05165658,0.005788267,0.010919641,-0.0009051834,0.0576152
CHEST_XRAY__observed,0.034297,0.022337338,0.018404853,0.0129727945,0.021758288,0.017022803,0.020669715,0.020247065
CREATINE-KINASE_MEASURE__observed,0.020628722,0.015197224,0.010426901,-0.014481445,-0.033649534,0.0047180215,0.01579705,-0.01358754
CREATININE_SERUM_MEASURE__observed,-0.016796287,-0.00429356,-0.0049702637,0.008775523,-0.03479929,-0.017763305,0.0045782914,0.013203505
DEXTROSE_BITZUA__observed,0.0065556853,0.015099597,0.006432589,0.021128614,0.01025065,-0.025274934,-0.013048232,-0.024242353
DIABETES_DIAGNOSIS__observed,-0.0017185737,0.004692088,0.0092105465,-0.012238309,-7.732985e-05,-0.02989659,-0.011241348,-0.0149014825
DIALYSIS__observed,0.0013595088,0.0005147776,-0.012609897,-0.0035278816,0.04521471,-0.009568769,-0.0027949407,-0.015079908
E-GFR_MEASURE__observed,-0.021293284,0.02268174,0.012446932,-0.020457698,-0.0022875706,0.01433692,-0.029893981,0.015784534
EGFR_MEASURE__observed,-0.010975445,-0.030015422,-0.008893498,0.021176802,-0.023735285,0.019043962,0.009186824,0.008297588
GLUCOSE_MEASURE__observed,0.00834767,-0.020549763,0.013226482,0.030494118,-0.035832282,-0.007728423,-0.00588847,0.039646737
HEART_RATE_MEASURE__observed,0.020479072,0.003802549,0.021877332,-0.029939823,0.017795814,0.019180248,0.008449483,0.0060596904
HEMATOCRIT_MEASURE__observed,-0.016348654,-0.03112194,-0.0103835985,0.001546156,0.01755441,0.022427285,-0.023707194,-0.025767772
HEMOGLOBIN_MEASURE__observed,0.026717536,0.004360753,-8.2515915e-05,0.028358454,0.0115275625,0.037858386,0.006715129,0.031329222
HEPARIN_IV_BITZUA__observed,-0.009053118,-0.005790673,-0.019996637,-0.0187043,-0.020465018,-6.3688734e-05,-0.025545979,0.0015267429
HYPERGLYCEMIA_EVENT__observed,-0.015322681,-0.0073738443,0.0035691643,-0.0021943348,-0.013532137,-0.0014889981,0.010662434,0.00032099275
HYPERTONIC_SALINE_BITZUA__observed,-0.016275313,-0.018604528,0.003472327,0.021100698,-0.023394346,0.0033545196,0.013440066,-0.02170164
HYPOGLYCEMIA_EVENT__observed,-0.014191805,-0.0024726663,-0.011931228,0.051414862,-0.024660744,-0.019014236,-0.02770244,0.02166773
INFECTION_EVENT__observed,-0.007827044,0.010472489,0.0183497,0.02660962,-0.0074718334,-0.012332375,-0.016992977,-0.0026508668
INFECTION_WBC_MEASURE__observed,0.0049568913,-0.0016551772,-0.008289525,-0.032603305,-0.022755397,0.03121608,-0.016081838,-0.018673636
KETONES_SERUM_MEASURE__observed,-0.0013658422,0.023023838,-0.012971224,-0.023001885,-0.0026182872,0.0073111216,-0.014911073,-0.018530406
KETONES_URINE_MEASURE__observed,-0.0032283603,0.014728082,-0.007823674,0.025029235,0.028165504,0.0048954138,0.020184005,0.010818869
KIDNEY_COMPLICATION_EVENT__observed,0.0074692196,0.019220434,0.006939772,0.004552615,0.015917396,0.039574638,-0.0025615995,0.033630777
KIDNEY_COMPLICATION_OBS__observed,0.014501497,0.018008143,-0.016910207,-0.016459264,0.018811736,0.02431838,-0.016712748,-0.02481103
MEAL_Breakfast__observed,-0.010882749,0.015634319,-0.005918687,-0.017454859,0.00304649,-0.0037218782,0.016311292,-0.0049613817
MEAL_Dinner__observed,-0.018046355,-0.017929204,-0.00287198,0.021184832,-0.008139886,-0.02451689,0.0031563921,-0.009896674
MEAL_Lunch__observed,0.01603098,8.413868e-05,-0.02068876,-0.019350503,-0.0130996285,0.005830589,-0.010928055,-0.0051986314
MEAL_Night-Snack__observed,0.01840111,-0.005009226,-0.007810954,-0.014992603,0.025358394,0.010994459,-0.012559511,0.017605992
METFORMIN_HOME_BITZUA__observed,0.0033281397,0.0040340554,-0.015205127,0.02466151,0.0128905615,0.025949273,0.011717229,-0.0028876655
METFORMIN_HOSPITAL_BITZUA__observed,-0.00672745,-0.010987534,-0.00014135953,-0.00057986076,-0.024499198,-0.030094065,0.015948733,0.0062275687
NEUTROPHILS_MEASURE__observed,-0.012850438,-0.017386893,-0.016898388,0.00057023024,0.0069995495,-0.005000421,0.016709425,-0.021288997
PH_MEASURE__observed,0.008343831,-0.00590213,-0.007558524,-0.030091554,-0.0106669115,-0.0232733,-0.008092592,-0.03731473
PLT_MEASURE__observed,-0.019869758,0.017207937,0.011311425,-0.011952174,-0.00059865165,-0.024642928,0.004572663,0.008688383
POTASSIUM_MEASURE__observed,-0.0003712691,-0.027471555,-0.02671465,-0.008552233,-0.025485128,0.020379592,-0.021701703,0.02452909
SEVERE_HYPERGLYCEMIA_EVENT__observed,-0.009104759,0.018734146,0.0059923828,0.009121977,0.007157609,-0.027134072,0.0034072562,0.030791083
SEVERE_HYPOGLYCEMIA_EVENT__observed,-0.003949284,-0.00043721547,0.008999309,-0.01183876,0.004702135,0.010032336,0.011287046,-0.019948047
SGLT2_HOME_BITZUA__observed,0.026333585,-0.046492647,0.008924409,-0.016550433,-0.021295587,-0.019485516,0.0071531488,0.0016835127
SGLT2_HOSPITAL_BITZUA__observed,0.025980212,2.8791137e-05,0.00049713027,-0.040333994,0.006259487,-0.005249585,-0.022502918,-0.020178339
SODIUM_MEASURE__observed,-0.03273233,-0.008402449,-0.003038834,-0.015684286,0.011689675,-0.017903665,-0.0066911164,-0.026279915
STEROIDS_IV_BITZUA__observed,-0.024032168,-0.00850411,0.0023668534,-0.011055777,0.013719035,-0.017257895,0.00872561,0.007852665
STEROIDS_PO_BITZUA__observed,-0.008795698,0.019838309,0.024421021,0.002414162,0.024603972,0.003027563,0.0055189244,0.02473197
TROPONIN_MEASURE__observed,0.0009026964,-0.040391576,-0.020135561,-0.010096119,-0.008262426,0.003925999,-0.012050038,0.02713648
UREA_MEASURE__observed,-0.014576608,-0.0015996204,0.0018509143,-0.00077837735,0.026277713,0.014255615,0.013330259,0.009252675
URINE_CULTURE__observed,0.015057429,0.027828606,0.023350185,0.028061595,0.014903196,0.007314021,0.016825693,-0.0031732754
WEIGHT_MEASURE__observed,-0.016086103,-0.038272817,-0.017328914,0.00012498454,-0.0062157,0.02587951,0.01332181,0.007646505
gender_code,0.05631999,0.09702042,0.03308461,0.030829025,0.07739014,0.05861668,0.028021015,0.041716356
age_years,-0.050246455,0.44292575,0.055693913,-0.15765718,0.17527714,0.056898933,0.010835975,-0.18395035
past6m_visits,-0.017953077,-0.036182422,0.014967802,-0.07882621,-0.05077194,0.08014292,0.010591629,-0.11559711
past6m_emerg,0.03387189,0.078073375,0.018914413,0.0072407555,0.10375698,-0.06452071,0.016641183,0.012805398
past6m_inpt,0.0034467266,0.052656617,-0.010160689,0.09808682,0.009425571,0.020845676,-0.03041503,0.11921539
BMI_MEASURE,-0.0016540957,0.06186009,-0.025375064,-0.20239848,-0.0881379,0.029568382,-0.020483067,-0.1324471
WEIGHT_MEASURE,-0.11817631,-0.02432178,0.013690179,-0.12208131,-0.05717024,0.0035663054,-0.04043835,-0.14380567
HEIGHT_MEASURE,-0.079321705,0.02028334,0.0150262285,-0.12888311,0.026228694,0.013606555,0.019813556,-0.12307239
HEMOGLOBIN-A1C_MEASURE,-0.03821207,-0.04228546,-0.036868203,-0.0052550696,-0.13156375,-0.09434023,-0.03320029,-0.019778937
GTT_MEASURE,0.019588359,-0.012378225,-0.012552343,0.004979328,-0.060175393,-0.0015591893,0.0005634713,-0.005985493
RDW-CV_MEASURE,0.054535206,0.26138762,0.041680112,0.060680818,0.093701825,0.05804457,0.031555098,0.06162168
ALCOHOL_ABUSE,-0.0154732065,-0.025598437,0.0081044715,-0.0018595512,-0.014281441,-0.06307055,-0.019244451,-0.014615168
ANEMIA,-0.050422292,-0.08785315,0.0031960611,-0.027800966,-0.030497495,0.009046041,0.015029571,0.007317711
CANCER_DIAGNOSIS,-0.00087363477,0.051759265,0.004827446,-0.1197041,-0.028713778,-0.022998586,0.006279835,-0.07588679
CHRONIC_KIDNEY_CONDITION,-0.16050541,-0.19976832,0.020930517,-0.01104311,-0.0547372,-0.057797212,0.025521372,0.05590784
CHRONIC_LIVER_DISEASE,-0.032758135,-0.105362855,-0.0074937553,-0.102961846,-0.12658918,0.021545066,-0.013235787,-0.13224867
DIABETES_DIAGNOSIS,0.026683686,-0.11338668,-0.05104407,-0.04741543,0.12353825,0.09496033,-0.07268819,-0.06420353
HEART_DISEASE,0.0017413548,-0.029239098,0.008057966,-0.13296396,0.12715578,0.0008961698,0.027209524,-0.16925032
DEMENTIA,0.029325878,-0.003317118,0.00918141,-0.024621591,0.08138694,-0.011910901,0.0033399349,-0.008915451
RESPIRATORY_DISEASE,-0.010843074,-0.0026404005,-0.0050335224,-0.08080381,-0.061305933,-0.031866536,-0.018428527,-0.059042256
NERVOUS_SYSTEM_DISORDER,0.011501216,-0.012802323,-0.010227122,0.023333421,0.025484564,0.02618979,0.009221963,0.013172509
BASAL_HOME_BITZUA,0.07490229,-0.047321193,0.08649391,-0.11785833,0.057626445,-0.022240896,0.0869267,-0.088414945
SGLT2_HOME_BITZUA,-0.0063382555,0.0014638342,-0.03585467,0.07787224,0.11769739,0.0060495273,0.00019551108,-0.019969117
METFORMIN_HOME_BITZUA,0.13565893,0.08107039,-0.005550137,-0.046304874,-0.028243294,-0.009517248,0.015376726,-0.09655243
ANTIDIABETIC_HIGH_HYPO_HOME_BITZUA,0.01046592,0.08708271,0.00059451844,0.0022842882,-0.11613431,0.048494864,-0.02406427,0.1027275
ASPIRIN_CONTEXT,0.104292475,-0.03317761,0.028674146,-0.03512278,0.02295542,0.049908824,0.030783908,-0.04458068
BP_ACE_CONTEXT,0.0011809568,-0.028364697,0.0011860239,-0.0030244153,0.042738453,-0.0044573583,0.0072499914,-0.0007497576
BP_ARB_CONTEXT,-0.044116784,-0.0489332,0.0088740075,-0.030348165,0.044511396,0.059336297,0.02896847,-0.033180986
BP_BETA-BLOCKERS_CONTEXT,0.02904785,-0.02910577,0.022388216,0.017979955,-0.03500372,-0.0048347116,0.011589555,-0.013168282
BP_CCB_CONTEXT,-0.006716037,-0.038466364,0.013519992,0.007210158,0.03709209,-0.023416229,-0.014202028,0.05604517
BP_LOOPS_CONTEXT,0.05110721,0.06708556,0.012404215,0.10153433,0.05156618,0.112325616,0.043625534,0.10460446
BP_OTHER_CONTEXT,0.028244527,-0.12393338,0.014635472,0.035591144,-0.12565368,0.014503536,0.009369743,0.02666799
BP_THIAZIDES_CONTEXT,0.05975621,-0.07174586,-0.0009198105,-0.017600883,-0.089475036,-0.028000388,0.0006979798,-0.005073648
MH_ANTIDEPRESSANT_CONTEXT,0.07115176,-0.016606463,0.010471996,-0.03842504,0.024551835,0.015124837,0.015032197,-0.024057368
MH_ATYPICAL_CONTEXT,-0.041280795,0.038452383,-0.0032965026,0.03917376,0.0020581204,-0.019529222,-0.003925145,0.022470228
MH_MOOD_STABLIZER_CONTEXT,0.004876438,0.044957694,-0.0009037033,-0.028357266,0.02403604,0.06259775,-0.0018582506,-0.007110954
MH_TYPICAL_CONTEXT,-0.0030788968,-0.0073860856,-0.012270309,-0.12239277,0.010890017,-0.03447157,0.006588176,-0.111358516
P2Y12_CONTEXT,0.22829688,0.12570824,0.026781533,-0.02156649,0.019011602,0.063075885,0.039847977,0.01555285
STATINE_CONTEXT,0.025922123,-0.08713183,0.0003286667,0.045606356,-0.039362434,0.0036245522,-0.0061384942,0.070240565
CCI_LIKE_SCORE,0.08314254,0.23394905,-0.036952402,0.2689983,-0.018028311,0.008892346,-0.013008545,0.28057942
CCI_LIKE_CATEGORY,-0.027644176,-0.06658038,0.0028130098,0.056309883,0.018318009,0.010544649,0.010558626,0.061268367
QA_BMI_MEASURE_ON_ADMISSION,0.061085045,-0.04118636,0.043686643,0.044693716,-0.08692041,0.012351826,0.03312641,0.037758045
QA_CONTINUE_BASAL_ON_ADMISSION_PATTERN,0.10919852,-0.013113325,0.0020830522,0.033725,-0.09987199,0.016194524,-0.018947514,0.052643545
QA_CREATININE_MEASURE_ON_ADMISSION,-0.015444446,0.11716067,-0.1332466,-0.15064377,0.043595728,-0.038423996,-0.15402292,-0.14643672
QA_INSULIN_ON_HYPERGLYCEMIA_PATTERN,-0.039194997,0.052729752,-0.031816907,0.00096083357,0.04710597,-0.04438093,0.009831937,0.011055288
QA_REDUCE_BASAL_ON_HYPOGLYCEMIA_PATTERN,0.017292716,0.074712135,-0.022780014,-0.158487,0.11364296,0.11557042,0.014013105,-0.1719648
QA_REDUCE_BOLUS_ON_HYPOGLYCEMIA_PATTERN,-0.01104438,-0.03407124,-0.014152047,-0.035164993,-0.13331717,0.027821304,-0.011974135,-0.015090327
QA_ROUTINE_BASAL_DOSAGE_PATTERN,-0.06665982,-0.044325635,-0.13473032,-0.14511995,0.046836764,-0.028062688,-0.07531344,-0.16907793
QA_ROUTINE_GLUCOSE_MEASURE_ON_ADMISSION_PATTERN,-0.023974994,-0.043393,0.17635477,0.30508223,-0.055979386,0.026808605,0.18136293,0.23966706
QA_ROUTINE_GLUCOSE_MEASURE_ON_STEROIDS_PATTERN,-0.019234795,-0.081881955,-0.028932966,0.00034408807,-0.03264896,-0.048946053,-0.032888316,-0.009679992
QA_ROUTINE_GLUCOSE_MEASURE_PATTERN,0.033887353,0.09774934,-0.06284084,-0.09312921,-0.070305735,0.013705725,-0.020260146,-0.07353927
QA_STOP_ANTIDIABETICS_ON_ADMISSION_PATTERN,0.004802085,-0.09733012,-0.0052854475,-0.07524175,0.06665101,-0.049391832,0.028488714,-0.09905563
QA_STOP_ANTIDIABETICS_ON_HYPOGLYCEMIA_PATTERN,-0.004531018,0.0059043947,0.005968918,-0.0133072045,-0.056034382,-0.0010684979,-0.016382452,-0.0063934526
QA_STOP_SGLT2_ON_ADMISSION_PATTERN,-0.0672117,0.04689462,0.031465426,0.07539693,0.025992988,0.1160209,0.017704865,0.11781805
context_days,0.0027059482,-0.0060059987,-0.08214174,-0.11575924,-0.0905935,-0.021268371,-0.09319014,-0.077995166
label_window_days,0.009934395,-0.0028017324,0.052356992,0.12529671,0.11851328,0.033266395,0.06612604,0.072978
ALANINE-AMINOTRANSFERASE_MEASURE__mean__missing,-0.005818126,-0.011966311,-0.017200204,0.009025092,0.031427238,0.02438083,-0.008416344,0.0069058877
ALBUMIN_SERUM_MEASURE__mean__missing,-0.016890071,0.015987901,-0.008076826,0.00755778,-0.031746175,0.0019351699,-0.023244498,0.01733661
ANTIBIOTIC_IV_BITZUA__mean__missing,0.018505134,0.020450328,-0.011974301,0.0018552936,0.016519727,-0.013430557,-0.0010637412,0.0060562184
ANTIBIOTIC_PO_BITZUA__mean__missing,-0.007534836,-0.010895854,0.009423524,-0.010728746,0.00038200803,-0.017075764,-0.013482205,0.005572239
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__mean__missing,-0.009711587,-0.019239806,-0.026804594,-0.009093343,0.005329962,-0.022911124,-0.02772724,-0.022641055
ASPARATE-AMINOTRANSFERASE_MEASURE__mean__missing,0.0027182268,-0.0013217967,0.017773582,0.020778056,-0.022304976,0.0040078294,0.0111634685,0.00916906
BASAL_DOSAGE__mean__missing,0.0019756511,-0.032712962,-0.0064067626,-0.022018071,-0.0048209107,-0.031380128,0.0019795352,-0.04627405
BASAL_HOME_BITZUA__mean__missing,-0.0084183905,0.017847186,-0.01770394,-0.023323027,-0.020080399,0.019948516,0.007170297,-0.003332595
BASE_GLUCOSE_MEASURE__mean__missing,-0.011302306,-0.0037307888,-0.0055514467,-0.029518059,0.020031022,-0.008987578,0.009499554,-0.02193711
BICARBONATE_MEASURE__mean__missing,0.015878443,-0.011297046,-0.013350956,-0.043761652,-0.027546482,0.003923953,-0.0211731,-0.036647808
BLOOD_CULTURE__mean__missing,0.0013452448,-0.015531187,-0.008511791,-0.016930979,0.02608807,0.005733998,0.0033996608,0.0033970096
BLOOD_PRESSURE_DIASTOLIC_MEASURE__mean__missing,0.017242579,-0.0055264016,0.0052618682,-0.02327345,-0.01719818,-0.009304545,-0.021580214,-0.021969048
BLOOD_PRESSURE_SYSTOLIC_MEASURE__mean__missing,-0.009503656,-0.027267352,-0.014328308,0.016604818,-0.006792509,-0.012922209,0.022221511,-0.032193795
BMI_MEASURE__mean__missing,0.015766803,0.014448125,0.01305243,-0.0024356071,0.016345557,-0.003515325,0.012970126,0.017235799
BODY_TEMPERATURE_MEASURE__mean__missing,-0.014792546,-0.020480685,-0.008719244,0.0076640625,0.012326891,-0.00691802,-0.0032893403,0.014272206
BOLUS_DOSAGE__mean__missing,0.017805928,0.027285293,-0.005113727,-0.024285106,-0.014703585,-0.005812798,-0.007661616,-0.011661535
CALCIUM-GLUCONATE_BITZUA__mean__missing,0.0036784376,0.024043728,-0.00020020342,0.025789635,-0.016448984,-0.018099794,0.0076018176,0.021476177
CARDIO-VASCULAR_DISORDER_EVENT__mean__missing,-0.06175206,-0.023912054,0.005103816,0.025869155,-0.02646173,-0.0035802491,-0.012798495,-0.017664094
CARDIOVASCULAR_DISORDER_OBS__mean__missing,0.0028478038,-0.011288022,-0.028189242,-0.033770777,-0.005169181,-0.014974277,-0.026640128,-0.022956062
CHEST_XRAY__mean__missing,-0.051962666,-0.041300323,-0.0077575957,-0.011485061,-0.020483164,-0.0056856237,-0.011221566,0.017136402
CREATINE-KINASE_MEASURE__mean__missing,0.020060116,0.009517743,0.0022123826,0.010462555,-0.0015713547,-0.020990007,0.015390155,0.009749904
CREATININE_SERUM_MEASURE__mean__missing,-0.006754463,-0.017148165,0.00062084093,0.0029272658,0.023550872,0.027255647,-0.02507821,0.014033027
DEXTROSE_BITZUA__mean__missing,0.016450802,-0.014510909,-0.012391285,-0.028218307,0.0044469424,-0.01146126,0.013672338,0.0052526216
DIABETES_DIAGNOSIS__mean__missing,0.03516704,-0.013190326,-0.015845455,-0.007711769,0.01484753,0.043413382,-0.0060234186,0.0031966106
