,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
KIDNEY_COMPLICATION_EVENT__rate_per_day,-0.0189449,0.015248268,0.002908224,0.03612703,-0.053372186,0.081755124,0.021067062,0.037589572
KIDNEY_COMPLICATION_OBS__rate_per_day,0.0118153505,0.043985706,0.007628523,0.032305397,-0.041306432,-0.014202606,0.035387218,0.08575467
MEAL_Breakfast__rate_per_day,-0.01135407,0.01822161,0.04360562,0.0276641,0.043616604,0.010099695,0.008113248,0.010756472
MEAL_Dinner__rate_per_day,0.028065063,0.025056766,0.018716088,0.01793235,0.02472527,0.0334571,0.0109500745,0.034047585
MEAL_Lunch__rate_per_day,0.028563784,-0.0064836703,0.04229199,0.014768256,0.013650087,-0.0034076434,0.03476293,0.026980711
MEAL_Night-Snack__rate_per_day,0.02039572,0.02180674,0.01727268,0.045447107,0.02733162,0.0031523525,0.03839461,0.037708294
METFORMIN_HOME_BITZUA__rate_per_day,0.017331077,-0.047594924,-0.031025942,0.0046983524,-0.03097302,0.025917966,-0.06748266,0.0069816355
METFORMIN_HOSPITAL_BITZUA__rate_per_day,-0.017824164,0.08117132,-0.017266199,-0.0030796467,0.00536403,0.070569426,0.012119237,7.2427996e-05
NEUTROPHILS_MEASURE__rate_per_day,-0.027386585,-0.012097238,-0.020171994,-0.032307327,0.051065613,-0.008433401,-0.028964737,-0.012700057
PH_MEASURE__rate_per_day,-0.03550512,-0.01610949,-0.028177336,0.01436618,-0.19679947,-0.055932928,-0.012021805,0.07428558
PLT_MEASURE__rate_per_day,0.03593378,0.007685683,-0.09125462,-0.037414968,-0.010556608,-0.011160182,-0.06475731,-0.0014769188
POTASSIUM_MEASURE__rate_per_day,-0.03625213,0.021787288,0.006595737,-0.0230418,-0.016804546,-0.028191473,0.0026070212,-0.03720819
SEVERE_HYPERGLYCEMIA_EVENT__rate_per_day,0.027936367,-0.034376543,-0.048552357,-0.032011315,-0.028312646,-0.016622828,-0.025643412,-0.041757215
SEVERE_HYPOGLYCEMIA_EVENT__rate_per_day,-0.01629448,-0.003962317,0.0076516117,0.0035858962,0.039103583,0.011888319,-0.0009287621,0.022041282
SGLT2_HOME_BITZUA__rate_per_day,0.0053270874,0.073617406,-0.03550176,-0.0125743635,-0.026337618,-0.061184183,-0.026160931,-0.0060880706
SGLT2_HOSPITAL_BITZUA__rate_per_day,-0.017173896,0.031588703,-0.0012959959,-0.0012624392,0.022742573,0.02668643,0.023175541,0.03592356
SODIUM_MEASURE__rate_per_day,0.017003406,-0.027646929,-0.034500696,0.005420267,0.011585204,0.0052746288,-0.006284454,-0.0059017558
STEROIDS_IV_BITZUA__rate_per_day,0.07097303,-0.056218997,-0.029366888,0.034439135,0.00911864,-0.014257796,-0.0010791965,0.06001742
STEROIDS_PO_BITZUA__rate_per_day,-0.013987884,-0.0045037013,-0.008016066,-0.03822464,0.02857011,-0.02473098,0.0072043245,-0.022207938
TROPONIN_MEASURE__rate_per_day,-0.12726817,0.10776023,0.0009348511,-0.013679831,0.09949779,0.016755817,0.009696724,-0.010790936
UREA_MEASURE__rate_per_day,0.027121652,0.053069558,0.0013553707,0.025295628,-0.1157514,-0.0090276105,0.056910682,-0.01373061
URINE_CULTURE__rate_per_day,-0.03921053,0.044829853,-0.029836887,-0.01513047,-0.063831076,-0.016558029,-0.012922749,-0.016092887
WEIGHT_MEASURE__rate_per_day,-0.15551753,0.100885436,-0.026033673,0.065092996,-0.0273186,0.06915137,-0.004876817,0.11171717
ADMISSION__observed,0.0040562307,0.022469083,-0.02175917,0.0076484745,-0.0061667915,0.0075871586,0.025075333,0.013495375
ALANINE-AMINOTRANSFERASE_MEASURE__observed,-0.019743482,0.017839584,0.031772844,0.022767667,-0.012789102,0.015915697,0.018018764,0.01030831
ALBUMIN_SERUM_MEASURE__observed,0.017042125,0.008152977,0.012707568,0.009533572,0.008668348,0.0049870904,0.012126837,0.018317603
ANTIBIOTIC_IV_BITZUA__observed,-0.017701017,-0.010730789,0.033428878,-0.029072419,-0.016046403,-0.0071483147,-0.00814406,-0.010895835
ANTIBIOTIC_PO_BITZUA__observed,0.0084360195,-0.008344381,0.005147393,-0.011040297,-0.023567768,-0.005353965,-0.00093236077,0.005807095
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__observed,-0.004706217,-0.0076655913,0.0019693887,0.0076585286,0.01454577,0.009202153,0.008149653,0.009760508
ASPARATE-AMINOTRANSFERASE_MEASURE__observed,-0.010231004,0.028065074,0.0018695584,-0.0010012302,0.024099136,0.023958722,-0.004645108,-0.0330462
BASAL_DOSAGE__observed,-0.023159493,0.0013852909,0.011058059,-0.007662749,-0.01109716,0.02019216,0.0034046536,0.012171685
BASAL_HOME_BITZUA__observed,0.00013869902,-0.0013759653,0.011336589,0.022989552,-0.00045177605,0.0002040438,-0.015280234,0.021121964
BASE_GLUCOSE_MEASURE__observed,0.014652746,-0.011002732,0.018832697,0.02796691,0.0028779902,-0.0073304838,-0.0043645347,0.014408398
BICARBONATE_MEASURE__observed,0.0064409776,0.019011134,0.022070084,0.027257297,0.030293101,0.024161162,0.025962388,0.03988717
BLOOD_CULTURE__observed,-0.023260996,0.009402037,0.03174591,0.0086406125,0.0075673466,0.005430047,0.008064921,0.021058064
BLOOD_PRESSURE_DIASTOLIC_MEASURE__observed,0.005762118,0.007170354,0.02002813,-0.01570286,-0.01661999,0.00814218,0.009416055,-0.012935271
BLOOD_PRESSURE_SYSTOLIC_MEASURE__observed,0.010720078,-0.0020569914,0.019904964,-0.0032092012,0.0133967325,0.0077050403,0.0075635454,0.0037754409
BMI_MEASURE__observed,-0.014988553,0.005396173,-0.0029316612,-0.021533513,-0.00036366488,-0.019356718,0.016976377,-8.836846e-05
BODY_TEMPERATURE_MEASURE__observed,-0.027412264,-0.027071893,0.0059759747,-0.0009787851,0.011738441,-0.002840094,0.008785923,0.012913074
BOLUS_DOSAGE__observed,-0.019792428,0.01655685,-0.014679142,-0.016318208,0.012037425,0.022797003,0.015150176,0.017504266
CALCIUM-GLUCONATE_BITZUA__observed,0.01369439,-0.011838051,0.011313509,-0.0069001075,0.004572282,-0.0023103997,0.018913308,-0.0024371727
CARDIO-VASCULAR_DISORDER_EVENT__observed,0.05722478,-0.020096285,-0.009008131,-0.016749498,0.003769883,0.00680739,0.0241166,-0.030207362
CARDIOVASCULAR_DISORDER_OBS__observed,0.028238729,-0.003121241,0.0056719584,0.04762862,0.0019450013,-0.008728128,-0.011015521,0.048021942
CHEST_XRAY__observed,0.02796829,0.010329944,0.011778982,-0.0027082292,-0.00046833185,0.0018859846,0.008057919,-0.030775929
CREATINE-KINASE_MEASURE__observed,0.015516011,-0.00570239,-0.029664766,0.024109134,-0.019111771,-0.015116425,-0.01128532,0.008602478
CREATININE_SERUM_MEASURE__observed,-0.017190699,-0.0052262098,-0.016612444,-0.020291751,0.008258561,0.0055258023,-0.012334206,-0.01977812
DEXTROSE_BITZUA__observed,0.018566778,-0.0065726726,-0.011460539,-0.011912573,0.0058146925,0.0011167229,0.016191404,-0.020165814
DIABETES_DIAGNOSIS__observed,-0.0008498956,0.008668493,0.010040218,0.019648857,-0.0017827523,0.0041587055,0.009438686,-0.015068302
DIALYSIS__observed,0.008133534,0.04562261,-0.0015420758,0.010277663,0.049111612,0.008487667,0.0073571457,0.014987654
E-GFR_MEASURE__observed,-0.00838808,0.035061944,-0.030038636,0.014551177,-0.026111884,0.008717873,-0.033346973,0.023627011
EGFR_MEASURE__observed,-0.005030215,-0.0061247866,-0.0013987782,0.012311055,-0.017141199,-0.008959855,-0.018244084,-0.00558573
GLUCOSE_MEASURE__observed,0.0037550197,0.0071457825,-0.02504324,2.3662018e-05,-0.01571161,-0.006108644,-0.0037733074,-0.001066397
HEART_RATE_MEASURE__observed,0.021499531,0.024305856,-0.00991693,-0.012819194,-0.0005843546,0.017722165,-0.012976196,-0.009546647
HEMATOCRIT_MEASURE__observed,-0.01913116,-0.020413347,-0.0011342755,-0.0008927619,0.030656407,-0.024251986,-0.0043315412,0.009839915
HEMOGLOBIN_MEASURE__observed,0.03055971,0.026840804,0.027304897,-0.0026348447,0.008802907,-0.016700746,0.0009673142,0.01919263
HEPARIN_IV_BITZUA__observed,-0.0010150687,0.018754812,-0.025147563,-0.00729356,0.013957388,-0.0148734925,0.0012141006,-0.0027681119
HYPERGLYCEMIA_EVENT__observed,-0.01824463,-0.0014164295,0.0014541508,-0.003266455,0.027562674,-1.0747975e-05,0.014201431,-0.021639869
HYPERTONIC_SALINE_BITZUA__observed,-0.014903933,0.022127755,-0.0095035555,-0.03485823,0.009921845,0.00042254786,0.0042837905,-0.020399334
HYPOGLYCEMIA_EVENT__observed,-0.013714935,-0.001311264,0.015198444,0.022921864,0.002349423,-0.0073739123,-0.015921025,0.030452013
INFECTION_EVENT__observed,-0.013212948,0.022878522,-0.0061036437,-0.012794678,0.021878991,0.020137437,-0.016423123,0.019955533
INFECTION_WBC_MEASURE__observed,-0.003088228,-0.0039791884,-0.001975622,-0.02035386,-0.014910199,0.02688273,-0.004965835,0.007095909
KETONES_SERUM_MEASURE__observed,-0.0020044276,-0.010250054,-0.017578725,-0.032728013,0.0033093276,0.015308655,0.019078251,0.020064542
KETONES_URINE_MEASURE__observed,-0.010460095,-0.0045474567,0.0014364469,-0.018162573,0.038700607,0.009708076,-0.017386625,0.029815622
KIDNEY_COMPLICATION_EVENT__observed,0.0031966139,0.00060494867,-0.020625852,0.03591235,-0.03182394,0.030798228,0.00819732,-0.0013411449
KIDNEY_COMPLICATION_OBS__observed,0.010240602,-0.003551173,-0.012749088,-0.01872787,-0.014280395,0.031441707,0.017580168,-0.02173587
MEAL_Breakfast__observed,-0.01093238,0.0012648912,-0.012033764,0.013560976,-0.0062765433,0.005748961,0.007959948,0.013002076
MEAL_Dinner__observed,-0.018128682,-0.020613858,-0.024929358,-0.024191441,-0.0029400268,0.014135274,0.0031787734,0.009303839
MEAL_Lunch__observed,0.016104007,-0.022080582,-0.023432817,0.016365066,-0.014393615,-0.01228257,0.01690972,-0.0253959
MEAL_Night-Snack__observed,0.01848522,-0.008690211,-0.0031908727,0.023171118,-0.02323244,-0.0062774727,-0.015657045,0.003770154
METFORMIN_HOME_BITZUA__observed,-0.00091118534,-0.01797041,0.016068446,0.008656965,-0.014528107,0.0104760425,-0.02138291,0.005973047
METFORMIN_HOSPITAL_BITZUA__observed,-0.0029102464,-0.03510112,0.019459398,-0.014637014,0.010813257,-0.030923178,-0.028113432,0.0055115074
NEUTROPHILS_MEASURE__observed,-0.020806145,-0.012862753,-0.006521705,-0.016921189,-0.020925479,0.016909804,-0.013132,-0.014039679
PH_MEASURE__observed,0.0058855303,0.007969795,0.0065712878,-0.047339503,0.013397818,-0.01256306,0.0022569073,-0.051099952
PLT_MEASURE__observed,-0.007824923,2.5064017e-05,0.0033453805,-0.0053483876,-0.023950417,-0.023225283,0.014794332,-0.007920033
POTASSIUM_MEASURE__observed,-0.0014199837,0.018363299,0.007687024,-0.024724446,0.018454282,0.018333334,0.032126736,-0.023396866
SEVERE_HYPERGLYCEMIA_EVENT__observed,-0.007826653,0.021019287,0.030061388,0.017494071,-0.008050503,0.008622131,0.015748292,0.019300321
SEVERE_HYPOGLYCEMIA_EVENT__observed,0.0018537007,0.010791859,-0.011272519,-0.0119357845,-0.00010330811,0.0037933742,0.019010564,-8.236907e-05
SGLT2_HOME_BITZUA__observed,0.026793927,-0.010237586,0.015771536,0.01828412,0.012761379,-0.00032369813,-0.0004322113,-0.00093339477
SGLT2_HOSPITAL_BITZUA__observed,0.013883428,0.0031418276,0.021076549,-0.0153541565,0.015881617,-0.024432028,0.019311048,-0.033304
SODIUM_MEASURE__observed,-0.032478463,-0.0077705975,-0.012680283,-0.020381492,-0.027464535,-0.00478863,0.0028378847,-0.01703117
STEROIDS_IV_BITZUA__observed,-0.025046522,0.003884981,-0.012747876,-0.008769148,0.026188778,0.00092352723,-0.0020779509,0.009350132
STEROIDS_PO_BITZUA__observed,-0.0045397636,-0.014854867,-0.017028013,0.025193153,-0.013954536,-0.025636952,0.003997815,0.018843573
TROPONIN_MEASURE__observed,-5.6104764e-06,-0.004231058,-0.008014738,0.012087916,-0.007605203,-0.031616095,-0.0069344128,-0.009247996
UREA_MEASURE__observed,-0.022277743,0.022866037,0.02585505,0.006680222,0.018522393,0.019216405,-0.0037852877,0.014262992
URINE_CULTURE__observed,0.011573186,-0.002967923,-0.02537608,0.033501964,0.004284927,0.011555528,-0.005160269,-0.019084062
WEIGHT_MEASURE__observed,-0.014772564,-0.020162066,0.02686237,0.024984512,0.012891565,0.007909916,-0.0017947883,8.3055456e-05
gender_code,0.05047945,0.097777225,0.03161451,0.029911248,0.07299036,0.050332695,0.027095705,0.03753222
age_years,-0.041451547,0.41209,0.057768438,-0.14058068,0.16425872,0.05608775,0.01312878,-0.15562376
past6m_visits,-0.009142978,-0.0366361,0.016823463,-0.07349833,-0.050571166,0.07515752,0.012976168,-0.11216703
past6m_emerg,0.030578382,0.07579638,0.018254384,0.008368756,0.10230422,-0.060550068,0.016102415,0.015335206
past6m_inpt,-0.0072140577,0.056046244,-0.015399597,0.08797267,0.020191526,0.01727277,-0.034300964,0.10992963
BMI_MEASURE,-0.008194607,0.06506402,-0.032326687,-0.20837148,-0.076837905,0.02638141,-0.02683622,-0.13537046
WEIGHT_MEASURE,-0.08802057,-0.02709966,0.023848856,-0.09583919,-0.05343427,0.0005563125,-0.027709467,-0.12461482
HEIGHT_MEASURE,-0.07210413,0.021011636,0.013855512,-0.12795216,0.025450554,0.014413112,0.018100213,-0.123210125
HEMOGLOBIN-A1C_MEASURE,-0.042585272,-0.037644833,-0.040816404,-0.0065905517,-0.12425146,-0.09035373,-0.03452278,-0.022576252
GTT_MEASURE,0.01580361,-0.012196123,-0.013552636,0.006243051,-0.059011683,-0.0015527095,-0.00018317356,-0.002190918
RDW-CV_MEASURE,0.054096866,0.25655118,0.0406021,0.06368582,0.090161,0.05624504,0.03052511,0.06433913
ALCOHOL_ABUSE,-0.012961865,-0.025230693,0.008985916,-0.0019568338,-0.016923755,-0.06108817,-0.018342368,-0.011963459
ANEMIA,-0.040992126,-0.08946853,0.00066837197,-0.02876814,-0.03194391,0.0085485615,0.012448244,0.009407273
CANCER_DIAGNOSIS,3.3690096e-05,0.041739568,0.006034324,-0.11212139,-0.029935211,-0.023522371,0.007303508,-0.06102401
CHRONIC_KIDNEY_CONDITION,-0.14472102,-0.20723711,0.02407413,-0.0038226938,-0.057126522,-0.060573693,0.027795544,0.07067095
CHRONIC_LIVER_DISEASE,-0.029015994,-0.11060256,-0.0067387843,-0.08990096,-0.12365519,0.020378899,-0.012756078,-0.11355528
DIABETES_DIAGNOSIS,0.018605413,-0.13348521,-0.042059645,-0.026914356,0.11662873,0.0700492,-0.054298587,-0.05059249
HEART_DISEASE,0.0002701455,-0.031869844,0.0077758897,-0.12324239,0.116704546,0.0017861215,0.027628781,-0.15570018
DEMENTIA,0.029222367,-0.0031388167,0.008865197,-0.021097254,0.078616165,-0.011897124,0.0030096201,-0.00031361202
RESPIRATORY_DISEASE,-0.0041921083,-0.006183409,-0.004685279,-0.08059847,-0.055901837,-0.029762765,-0.018648762,-0.057487916
NERVOUS_SYSTEM_DISORDER,0.01324929,-0.011673103,-0.009977699,0.019346852,0.022065729,0.025880663,0.007973487,0.009764335
BASAL_HOME_BITZUA,0.08063237,-0.04280751,0.082198255,-0.095657356,0.035898678,-0.010959088,0.080444954,-0.08067305
SGLT2_HOME_BITZUA,-0.0038748183,0.01936525,-0.023642857,0.06683795,0.094239876,0.03392574,-0.0030271339,0.009489692
METFORMIN_HOME_BITZUA,0.12264852,0.067365386,-0.011213384,-0.032749664,-0.01760229,-0.011971639,0.017950282,-0.09369655
ANTIDIABETIC_HIGH_HYPO_HOME_BITZUA,0.01585839,0.011791837,-0.0012883877,-0.04336175,-0.05589328,0.010218455,-0.0021421637,0.03935733
ASPIRIN_CONTEXT,0.09645562,-0.028479302,0.029023375,-0.035092838,0.021368444,0.04938905,0.03178938,-0.046772704
BP_ACE_CONTEXT,-0.00211455,-0.028943306,0.0022194826,0.0001030681,0.03897317,-0.0034671368,0.009350855,0.0010761549
BP_ARB_CONTEXT,-0.03964173,-0.047674052,0.0103782285,-0.027900716,0.04068877,0.058602404,0.03081252,-0.028123112
BP_BETA-BLOCKERS_CONTEXT,0.02822694,-0.031108962,0.02410242,0.021070633,-0.03370117,-0.0046826345,0.013723639,-0.0076499796
BP_CCB_CONTEXT,-0.0040839124,-0.03667397,0.0124172745,0.0076328875,0.03223151,-0.0225731,-0.015056042,0.056670237
BP_LOOPS_CONTEXT,0.04631304,0.06287605,0.010951817,0.10366982,0.052764554,0.106634445,0.042472582,0.104848675
BP_OTHER_CONTEXT,0.024069995,-0.12323444,0.01651092,0.038550165,-0.12126188,0.014736051,0.010859737,0.027868723
BP_THIAZIDES_CONTEXT,0.05485483,-0.06788817,-0.001163528,-0.010923336,-0.08505206,-0.027494904,0.0008182551,-0.0011111341
MH_ANTIDEPRESSANT_CONTEXT,0.06449982,-0.015128773,0.011753368,-0.039019614,0.016841095,0.015832223,0.016746469,-0.025742609
MH_ATYPICAL_CONTEXT,-0.03814228,0.037811086,-0.0027257553,0.03968656,-0.0012415831,-0.017995305,-0.0043980177,0.021385022
MH_MOOD_STABLIZER_CONTEXT,0.00313908,0.043888785,-0.0016942283,-0.027822565,0.023825746,0.062280312,-0.0018017566,-0.00964315
MH_TYPICAL_CONTEXT,-0.0030067086,-0.007885496,-0.011157447,-0.11255374,0.010020314,-0.03369367,0.006904872,-0.101371564
P2Y12_CONTEXT,0.21812658,0.12088754,0.028439913,-0.016561134,0.013422485,0.061360434,0.04140253,0.018423194
STATINE_CONTEXT,0.023993572,-0.08628396,0.0016679682,0.04242491,-0.036673814,0.0028326532,-0.00391397,0.06722083
CCI_LIKE_SCORE,0.06348203,0.25511283,-0.0397783,0.23713711,-0.0019490456,0.010222967,-0.016039703,0.2269766
CCI_LIKE_CATEGORY,-0.021007758,-0.061603606,0.0038803197,0.05816448,0.012997912,0.009380867,0.012110703,0.060980976
context_days,-0.020461751,0.009835442,-0.069438815,-0.11380369,-0.07430916,-0.01884232,-0.10928673,-0.09929124
label_window_days,0.011032284,-0.003423711,0.0662155,0.12004044,0.07741297,0.01190649,0.109208114,0.0959671
ALANINE-AMINOTRANSFERASE_MEASURE__mean__missing,-0.017177599,-0.018420957,-0.004403456,-0.0058690878,0.010019047,-0.002046603,0.00974427,0.0030449962
ALBUMIN_SERUM_MEASURE__mean__missing,-0.0034613537,0.010796876,0.026008265,0.028844427,-0.0012677278,-0.0037072897,0.0042335247,0.0044416636
ANTIBIOTIC_IV_BITZUA__mean__missing,-0.0055895075,-0.005902158,-0.031952843,0.01763816,0.004556499,-0.00826709,-0.020992618,0.011769502
ANTIBIOTIC_PO_BITZUA__mean__missing,0.008096573,-0.010645469,0.026460415,-0.011699906,0.017449392,-0.002099397,0.013314281,0.013428296
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__mean__missing,0.015105676,-0.021994242,-0.012242798,-0.000601967,0.010287639,-0.0057138084,-0.014420835,-0.016891222
ASPARATE-AMINOTRANSFERASE_MEASURE__mean__missing,-0.014946709,-0.0030707668,-0.007982741,-0.0026168902,-0.023836002,0.020912372,-0.0065268744,0.023039015
BASAL_DOSAGE__mean__missing,0.0038341605,-0.018751657,-0.012417346,-0.038186703,-0.011613226,-0.017121684,-0.0016788633,-0.038341668
BASAL_HOME_BITZUA__mean__missing,0.0020132721,0.003739795,0.006532917,-0.00024351786,0.0013025117,-0.021021321,-0.016489467,-0.011766707
BASE_GLUCOSE_MEASURE__mean__missing,0.033331662,0.015359723,0.0010638994,0.009356919,-0.004897462,-0.036267586,-0.01722354,-0.02141608
BICARBONATE_MEASURE__mean__missing,-0.015788084,-0.012967099,-0.012282775,-0.012152657,-0.019965112,-0.030085662,-0.023458425,-0.06264292
BLOOD_CULTURE__mean__missing,-0.008595286,-0.033480044,-0.017405748,-0.021718493,0.0015736012,0.0041941833,-0.0141954385,-0.02370072
BLOOD_PRESSURE_DIASTOLIC_MEASURE__mean__missing,0.03181912,-0.012726825,-0.00020765243,-0.0177049,0.021311576,-0.027723119,0.016034534,0.013943986
BLOOD_PRESSURE_SYSTOLIC_MEASURE__mean__missing,-0.0066082804,-0.02537848,0.012406067,0.010355705,0.019377857,0.007316915,0.006203141,-0.0007137461
BMI_MEASURE__mean__missing,-0.0051716194,-0.0017174393,0.025822204,0.0076001654,0.015018407,-0.0064698444,-0.0031238873,0.034409773
BODY_TEMPERATURE_MEASURE__mean__missing,-0.0174872,0.0058305203,0.00792406,0.024870718,0.0029204178,0.00037610374,0.019663518,0.014297412
BOLUS_DOSAGE__mean__missing,0.016659196,0.003369484,0.00039683114,-0.031814173,-0.018964868,-0.011774639,-0.0052194125,-0.035027362
CALCIUM-GLUCONATE_BITZUA__mean__missing,-0.012152212,0.02500467,-0.01734626,-0.019072123,0.014164938,-0.012182158,-0.011644786,0.0016771884
CARDIO-VASCULAR_DISORDER_EVENT__mean__missing,-0.075610034,-0.0050933463,0.0077926232,0.016455824,-0.021634912,-0.0024745218,-0.017335212,0.013815474
CARDIOVASCULAR_DISORDER_OBS__mean__missing,-0.0133492425,0.012635929,-0.0052803373,-0.028374191,0.018953336,0.006653017,-0.003081586,-0.043249987
CHEST_XRAY__mean__missing,-0.015533453,-0.038283546,0.014254779,0.021446621,-0.011128523,-0.0066027665,0.021199951,-0.011734841
CREATINE-KINASE_MEASURE__mean__missing,-0.0131325275,-0.0008210693,0.002381401,0.0026697188,0.018239122,-0.010192518,0.008567954,0.00061352254
CREATININE_SERUM_MEASURE__mean__missing,-0.01743134,0.010224619,0.031405635,0.032421604,0.018057434,0.017666573,6.57549e-05,-0.0113193635
DEXTROSE_BITZUA__mean__missing,0.01014921,-0.0052829417,-0.00058570143,0.009480036,-0.000244383,-0.016860148,-0.0047398717,-0.010638244
DIABETES_DIAGNOSIS__mean__missing,0.0077978647,-0.016478777,0.0004468973,0.011809531,0.01520018,0.03614072,-0.024924943,-0.028482214
DIALYSIS__mean__missing,0.010149966,-0.023237495,-0.013936393,0.02228752,-0.016540775,-0.012611423,0.0038558983,-0.005548762
E-GFR_MEASURE__mean__missing,-0.019009152,-0.035564993,0.011772052,-0.0069250525,0.028153371,0.022463351,0.016276399,-0.0010287573
EGFR_MEASURE__mean__missing,0.013230245,0.010406605,-0.009537555,-0.022872487,0.035005998,-0.021948151,0.012510227,-0.017441623
GLUCOSE_MEASURE__mean__missing,-0.008020506,0.020315923,0.015799616,-0.012981602,0.005385381,0.00305882,-0.018194048,-0.0076032034
HEART_RATE_MEASURE__mean__missing,0.020334465,0.025393033,-0.01391483,-0.017710406,0.0072770836,-0.0030227946,-0.01833305,-0.011915502
HEMATOCRIT_MEASURE__mean__missing,0.01132706,-0.008402338,0.0031613111,0.030332796,-0.014210809,-0.0006463695,0.015246807,0.0042228415
HEMOGLOBIN_MEASURE__mean__missing,-0.0038078828,-0.027026318,0.01725678,-0.012198203,-0.0045563937,-0.020824198,-0.01814545,-0.0102025075
HEPARIN_IV_BITZUA__mean__missing,0.01614158,0.007597892,0.013463459,0.0058234497,-0.0044938526,0.01739336,0.009357671,-0.026013834
HYPERGLYCEMIA_EVENT__mean__missing,-0.01732081,-0.023626454,-0.008959142,-0.025141776,-0.03004276,-0.008081467,-0.01974905,0.02171877
HYPERTONIC_SALINE_BITZUA__mean__missing,0.025421675,0.020510336,0.012264469,-0.0095468415,0.011954496,-0.015500424,0.006994149,-0.027071679
HYPOGLYCEMIA_EVENT__mean__missing,-0.0012166521,-0.0077708857,-0.008866013,-0.023151137,0.017405758,0.0045289844,0.008548086,-0.00923696
INFECTION_EVENT__mean__missing,0.005472197,-0.0094216615,-0.006177207,-0.010627878,-0.012415872,-0.024996735,-0.014517883,0.01561012
INFECTION_WBC_MEASURE__mean__missing,0.022612557,-7.1328046e-05,0.003838029,0.018814728,-0.022194324,-0.024392385,-0.020199986,0.026961358
KETONES_SERUM_MEASURE__mean__missing,-0.0062268255,-0.007871042,-0.010032317,-0.016442608,0.0053389203,0.0026015851,-0.018438527,0.012386314
KETONES_URINE_MEASURE__mean__missing,0.022643749,-0.030550724,-0.009898293,0.0030521725,-0.027750082,0.007670201,0.016505757,-0.033102944
KIDNEY_COMPLICATION_EVENT__mean__missing,-0.024368074,0.013711753,-0.013463265,-0.03196643,0.031123433,-0.0501142,-0.0042642765,-0.010414382
KIDNEY_COMPLICATION_OBS__mean__missing,0.005385488,-0.031633917,-0.0035387527,0.010772214,-0.016149824,-0.033815477,0.0129639935,0.021487776
METFORMIN_HOME_BITZUA__mean__missing,0.03696614,0.021470075,-0.0003432872,-0.004704583,0.025484001,0.025972616,0.008953851,-0.023368996
METFORMIN_HOSPITAL_BITZUA__mean__missing,-0.007830034,0.03573921,0.008936082,0.01732911,0.020332921,0.005187248,-0.00043243554,0.038655404
NEUTROPHILS_MEASURE__mean__missing,-0.022419922,-0.01042109,-0.018963441,-0.0036855023,-0.0072642057,0.0008244029,-0.021146595,0.0081522055
PH_MEASURE__mean__missing,0.03417435,-0.011081326,0.021446306,0.02333961,-0.0010046321,-0.009589638,0.0016406091,0.055769596
PLT_MEASURE__mean__missing,0.020784225,-0.012363995,0.015616592,0.0061891223,0.017656201,-0.016054807,0.010331729,0.021507012
POTASSIUM_MEASURE__mean__missing,-0.01235055,0.010835405,-0.025480676,-0.00080636825,-0.022491982,-0.01037663,0.01189951,-0.0028147341
SEVERE_HYPERGLYCEMIA_EVENT__mean__missing,-0.010971548,-0.024104351,-0.0077500246,-0.033513807,-0.007011395,-0.008961767,-0.014398164,-0.010571126
SEVERE_HYPOGLYCEMIA_EVENT__mean__missing,0.017906167,-0.018922953,-0.008347826,-0.01311595,-0.022169754,0.010499619,0.0044076154,0.021558365
SGLT2_HOME_BITZUA__mean__missing,-0.007247948,0.004017398,-0.011441865,-0.010168262,0.013930636,-0.021525899,-0.019461852,-0.008118369
SGLT2_HOSPITAL_BITZUA__mean__missing,-0.024688363,0.025711915,0.008042435,0.016764352,0.02776881,-0.002288645,0.00693207,0.0006734956
SODIUM_MEASURE__mean__missing,0.012166444,0.011942476,-0.011984341,0.017449003,0.014522723,0.014267567,-0.008137842,0.02224544
STEROIDS_IV_BITZUA__mean__missing,-0.015526892,-0.015598425,0.010300158,0.021347983,0.000277135,0.006564521,0.00072002783,0.010427693
STEROIDS_PO_BITZUA__mean__missing,0.002356895,0.01926106,-0.010993071,-0.0048182765,0.0144131705,0.022358557,0.012776535,0.002026966
TROPONIN_MEASURE__mean__missing,-0.032098927,0.0059054005,-0.0034065156,-0.00087443844,0.01464496,-0.012891738,-0.012125989,0.01563105
UREA_MEASURE__mean__missing,0.0034329183,0.0020152773,-0.0048947125,-0.028733153,-0.01958543,-0.00084017025,0.0036592388,-0.01817237
URINE_CULTURE__mean__missing,-0.03693487,0.005885489,-0.00031441118,0.008761333,0.0005388892,-0.020072106,-0.0071164807,0.0077165305
WEIGHT_MEASURE__mean__missing,-0.02932845,0.021933837,-0.022299323,-0.0047883317,0.011111499,0.0024925484,-0.009642561,-0.033219047
ADMISSION__std__missing,-0.0019151432,0.019555591,-0.002480864,0.00937332,0.0088882055,-0.010041427,-0.023493953,0.000640597
