,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
POTASSIUM_MEASURE__first,-0.10881291,0.035184104,0.0010298557,0.060200613,0.13922133,-0.03771575,-0.0059021176,0.044726074
SEVERE_HYPERGLYCEMIA_EVENT__first,-0.0067215506,0.014936168,-0.008670825,-0.025432643,0.018135129,-0.0074701514,0.0014149692,0.018565979
SEVERE_HYPOGLYCEMIA_EVENT__first,0.023497405,-0.0017673353,-0.005314602,-0.008814818,0.014386845,-0.014307466,0.00036013435,-0.0071737366
SGLT2_HOME_BITZUA__first,0.010320626,-0.05354852,-0.006899979,-0.043281376,0.012994986,-0.022778882,0.043903172,-0.008125595
SGLT2_HOSPITAL_BITZUA__first,0.031332046,0.119536914,0.0087435385,0.01179767,0.020442484,0.26964986,-0.013666732,-0.0037866456
SODIUM_MEASURE__first,-0.08405731,-0.060252097,-0.022265423,0.019801555,0.02967932,-0.050877936,-0.07020912,0.06253518
STEROIDS_IV_BITZUA__first,0.035064775,-0.061297707,-0.010890204,0.011325588,0.202212,0.048264507,-0.021082316,0.14337368
STEROIDS_PO_BITZUA__first,-0.0450913,0.059158035,0.059842605,0.16072518,0.02159182,-0.021279491,-0.013945297,0.2235384
TROPONIN_MEASURE__first,-0.016626857,-0.12538536,0.000108503,0.12442501,-0.013015921,-0.036305882,0.003495467,0.14864816
UREA_MEASURE__first,0.0058367997,-0.06154761,0.036755063,-0.00052656495,0.020300858,-0.08331496,0.006411185,-0.061757617
URINE_CULTURE__first,-0.023011092,-0.02229911,0.0047534956,0.02471475,0.024364514,-0.009725532,0.00096301106,0.023291009
WEIGHT_MEASURE__first,-0.014071842,-0.102813795,0.034556374,0.030958112,0.031634446,0.032688126,-0.005107897,-0.0027155513
ADMISSION__last,-0.012203296,0.014540243,-0.0101352045,0.001238777,0.024985503,0.00048279093,-0.021772247,-0.0071783666
ALANINE-AMINOTRANSFERASE_MEASURE__last,0.032112703,0.070761666,0.07985492,-0.046749998,-0.028246919,-0.06315194,0.010226725,-0.07078961
ALBUMIN_SERUM_MEASURE__last,0.018602464,-0.18857741,-0.079646714,-0.108886674,-0.17371531,-0.042095635,-0.07700259,-0.09075561
ANTIBIOTIC_IV_BITZUA__last,0.0221282,0.04341221,-0.01244793,0.018918123,0.012448674,-0.05200226,-0.041179627,0.063018344
ANTIBIOTIC_PO_BITZUA__last,-0.017428627,0.06281986,-0.0034177275,0.012507037,-0.038016174,-0.035134807,-0.013468659,0.030812014
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__last,0.0064166244,-0.012891278,-0.0080477,-0.01310591,5.3917047e-06,-0.02016664,0.0004445351,-0.002026794
ASPARATE-AMINOTRANSFERASE_MEASURE__last,0.025165629,0.2143669,-0.083548084,0.033879966,-0.0701585,-0.059645705,-0.066180676,-0.00032488097
BASAL_DOSAGE__last,-0.05284465,-0.07536284,-0.1195425,0.097451024,0.018592743,-0.09709828,-0.08362603,0.037643805
BASAL_HOME_BITZUA__last,-0.012773234,-0.0062579904,-0.027829623,0.011541162,-0.020567836,-0.0155487675,-0.010247218,-0.015260588
BASE_GLUCOSE_MEASURE__last,0.012224655,0.021878079,0.01796353,-0.0018129398,0.039190635,-0.010034659,0.030450294,0.027034175
BICARBONATE_MEASURE__last,0.1019829,-0.27405015,-0.017715065,-0.07785532,-0.03913027,-0.030945886,0.003245894,-0.0982409
BLOOD_CULTURE__last,-0.0058139362,-0.01802345,-0.018442607,-0.01382148,-0.0253881,0.003720024,0.024493696,0.013536855
BLOOD_PRESSURE_DIASTOLIC_MEASURE__last,0.0010786637,-0.0332378,-0.0015110921,-0.025314769,-0.039212648,0.022075703,0.018319877,0.0075483224
BLOOD_PRESSURE_SYSTOLIC_MEASURE__last,0.0003405994,-0.007547919,0.012258713,0.02524237,0.05574882,-0.033411033,0.008042026,0.023070114
BMI_MEASURE__last,-0.020631185,-0.008150064,0.12622282,0.012298741,-0.018663641,0.008310753,-0.019845856,0.003226143
BODY_TEMPERATURE_MEASURE__last,0.0051751193,0.068476394,0.010195619,-0.0128692845,0.41908243,0.052415106,-0.0017785381,0.0030711598
BOLUS_DOSAGE__last,0.010517445,-0.024743428,-0.02541835,-0.07804583,-0.020864693,-0.04934794,-0.006864698,-0.0774886
CALCIUM-GLUCONATE_BITZUA__last,0.02570476,-0.14420116,0.12413624,0.19888306,0.031297103,-0.013872118,0.15787478,0.1367643
CARDIO-VASCULAR_DISORDER_EVENT__last,-0.0021583703,0.015293909,0.0114131365,0.00020854699,-0.0059157484,-0.016582932,-0.01680624,0.025158104
CARDIOVASCULAR_DISORDER_OBS__last,-0.01757519,-0.018207088,0.024074996,0.0029329043,0.002221279,0.01813549,0.016402146,-0.0115127275
CHEST_XRAY__last,0.011735514,-0.0021065653,0.0015612517,0.0047260057,0.017665733,-0.0010557552,-0.008761415,-0.011577869
CREATINE-KINASE_MEASURE__last,-0.000715438,0.06078485,-0.03276203,0.12070078,-0.03802383,-0.065656155,-0.043918278,0.13043226
CREATININE_SERUM_MEASURE__last,-0.015443249,0.3215326,0.014777145,0.094350025,-0.044808995,0.20541541,0.015796836,0.070639044
DEXTROSE_BITZUA__last,0.010367597,-0.02102619,0.015254065,-0.05290068,0.029557763,-0.013048262,-0.0061176107,-0.07267524
DIABETES_DIAGNOSIS__last,-0.0002526288,0.020696452,0.0015879648,-0.0026459105,0.021998914,0.0043691774,0.013727503,-0.012444992
DIALYSIS__last,-0.005071072,0.0028638416,-0.014471962,-0.021511568,-0.0062938593,-0.009948714,-0.0061274967,0.005578597
E-GFR_MEASURE__last,-0.029247643,-0.2986376,-0.08948698,-0.0880884,-0.15304038,-0.13643825,0.016778065,-0.06996886
EGFR_MEASURE__last,-0.08290628,-0.32678258,-0.00037729746,-0.11613834,-0.16381031,-0.21034272,0.04511452,-0.09484417
GLUCOSE_MEASURE__last,-0.005719418,0.033132195,-0.13080814,-0.118572205,0.012392264,0.046097655,-0.025880907,-0.081040286
HEART_RATE_MEASURE__last,0.00034703966,0.29392034,0.038255062,0.1205436,0.24942411,0.0015765459,0.026633644,0.10777427
HEMATOCRIT_MEASURE__last,0.03867009,0.0066497736,-0.0063708415,0.017615777,-0.16832699,0.021291215,-0.018459791,0.03902901
HEMOGLOBIN_MEASURE__last,-0.03291344,-0.10268474,-0.039771166,-0.09800223,-0.1621239,-0.024353636,-0.033330575,-0.088979974
HEPARIN_IV_BITZUA__last,0.0049695186,-0.00170664,0.020154728,0.0019252464,-0.06424441,-0.054580737,-0.0175521,0.13035423
HYPERGLYCEMIA_EVENT__last,0.024529034,0.006222916,-0.024417074,-0.0034602638,-0.024347572,-0.01704857,-0.0072793653,-0.0067913053
HYPERTONIC_SALINE_BITZUA__last,0.001933664,-0.04230201,0.0015246301,-0.057858907,-0.10751515,-0.08778274,-0.07095969,-0.08908292
HYPOGLYCEMIA_EVENT__last,-0.014967849,0.01989407,-0.0071223457,-0.011177337,0.014575087,-0.010551836,0.0044166357,-0.022664418
INFECTION_EVENT__last,0.01287592,0.023207756,0.007828986,-0.015322057,-0.01771917,0.005461304,-0.009229808,-0.021013353
INFECTION_WBC_MEASURE__last,0.042454794,0.22722666,0.016739551,0.04233008,0.15818252,0.0643825,0.031146266,0.028429564
KETONES_SERUM_MEASURE__last,0.009835265,0.045213535,-0.030496132,0.0044319793,-0.032473087,-0.0019264239,-0.009381288,-0.02413634
KETONES_URINE_MEASURE__last,-0.012707611,0.0067535564,-0.016951585,0.033096496,-0.05817441,-0.012849838,0.013834186,0.022121713
KIDNEY_COMPLICATION_EVENT__last,-0.009176779,-0.004621163,0.001175132,-0.021721119,-0.0014051547,0.001728026,0.022313597,0.02567612
KIDNEY_COMPLICATION_OBS__last,-0.0079965405,-0.0017566526,-0.019905323,0.00421287,-0.009629023,-0.022901671,-0.0002997187,0.021139063
MEAL_Breakfast__last,0.0016492347,-0.01632559,-0.007033258,-0.019594518,0.018906396,0.0073961667,0.0065375194,0.012274375
MEAL_Dinner__last,-0.005581177,-0.02313482,0.003338715,0.0032026635,-0.0012394857,-0.011291657,-0.015051432,0.023159249
MEAL_Lunch__last,0.01574835,-0.016860386,-0.0017597346,0.0023563504,0.021130491,-0.02319784,-0.021404771,0.021489415
MEAL_Night-Snack__last,-0.008068441,-0.008527147,-0.019007247,0.016156165,-0.0022673444,-0.011805412,-0.004941098,-0.01984664
METFORMIN_HOME_BITZUA__last,0.032321732,-0.007924444,0.030460829,0.05954518,0.06420232,0.12274533,-0.042458568,0.038119663
METFORMIN_HOSPITAL_BITZUA__last,0.078983344,-0.08127911,0.032894515,0.012634714,-0.13427015,-0.0012143312,0.007690994,-0.06314033
NEUTROPHILS_MEASURE__last,0.0044977823,0.3560639,0.08293363,0.14464031,0.28085864,0.092069246,0.04509919,0.15820068
PH_MEASURE__last,0.097764194,0.029700996,0.018259749,0.0008602887,0.04441784,-0.028827995,0.050587162,-0.0010128254
PLT_MEASURE__last,-0.07516372,-0.42744422,-0.077199735,-0.021834664,-0.17238568,-0.09009732,-0.017261617,-0.020025728
POTASSIUM_MEASURE__last,0.006122834,0.085158,-0.06452082,-0.007213161,0.05497387,-0.024518875,-0.04841921,-0.007922006
SEVERE_HYPERGLYCEMIA_EVENT__last,0.0084111225,0.022847185,-0.00074024213,0.017472418,-0.023422422,0.01921328,0.020093746,-0.008492338
SEVERE_HYPOGLYCEMIA_EVENT__last,-0.008561051,0.0033741277,0.011287366,0.007759265,0.019406132,-0.0030735391,-0.020325819,-0.0015900478
SGLT2_HOME_BITZUA__last,-0.01942667,0.09967877,0.029091686,-0.0025674317,-0.019783689,0.014520128,-0.016781583,0.026165064
SGLT2_HOSPITAL_BITZUA__last,-0.04839865,-0.031727873,0.017376417,0.048568316,-0.0052205897,-0.14900732,0.029845942,0.059711915
SODIUM_MEASURE__last,0.01578409,0.12872255,0.030302811,0.008321687,-0.008201394,0.09917465,0.0070400513,0.0060326597
STEROIDS_IV_BITZUA__last,0.027173035,-0.030950975,0.029106729,-0.07021259,-0.15717544,0.020089483,-0.010471673,0.02803785
STEROIDS_PO_BITZUA__last,0.050323848,-0.0017550171,0.050408833,0.060377683,-0.067367196,-0.07793279,0.064629495,0.07886083
TROPONIN_MEASURE__last,0.010877142,0.059066076,0.05066099,0.11493612,0.14130126,0.023058167,0.039523218,0.06364685
UREA_MEASURE__last,-0.042251505,0.29829255,0.0323916,0.0583456,0.060461618,0.15401383,0.05536412,0.08041869
URINE_CULTURE__last,-0.009421675,-0.019372717,0.013795554,0.013609393,-0.0114109395,-0.007085585,0.015130911,-0.015256784
WEIGHT_MEASURE__last,-0.042764053,0.017505817,-0.06704452,-0.04948861,0.0037718895,-0.046849113,-0.037080556,-0.06255773
ADMISSION__p25,0.02388621,-0.009066075,-0.0003012727,-0.014570845,0.008476051,0.0021534006,-0.008872825,0.020202424
ALANINE-AMINOTRANSFERASE_MEASURE__p25,0.02815918,-0.021587128,-0.047939487,-0.105678834,-0.09763468,-0.051608488,-0.04747167,-0.13119401
ALBUMIN_SERUM_MEASURE__p25,-0.043841332,-0.06750058,-0.000305801,-0.0065519228,0.03836782,-0.01914222,-0.014663846,-0.040345285
ANTIBIOTIC_IV_BITZUA__p25,0.06720533,-0.06948729,-0.06963372,-0.09244809,-0.017666325,-0.035770684,-0.098136425,-0.16356649
ANTIBIOTIC_PO_BITZUA__p25,0.005566589,0.011540033,-0.074304946,-0.01685952,0.037672613,-0.004000471,-0.065231174,-0.008916101
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__p25,0.00634203,-0.013323978,0.0038122165,-0.014320058,-0.03096694,-0.011398189,0.008155181,-0.022531096
ASPARATE-AMINOTRANSFERASE_MEASURE__p25,-0.0017552499,0.045019757,0.031492844,0.0080264555,0.020731097,-0.022615261,0.016628647,0.016246159
BASAL_DOSAGE__p25,-0.010383545,0.058619294,0.07437564,-0.03903175,-0.05124324,-0.04400013,0.05380144,0.021554196
BASAL_HOME_BITZUA__p25,-0.022902459,-0.020193325,-0.01812963,-0.0018355456,0.010682697,0.0028179598,-0.014777492,-0.010135173
BASE_GLUCOSE_MEASURE__p25,-0.0053939577,0.017593458,0.024489958,-0.012590785,-0.00570389,-0.013768092,0.0053874203,0.010715011
BICARBONATE_MEASURE__p25,0.062038008,0.04759141,-0.07144194,0.021705363,0.073382474,0.009181069,-0.02154405,0.048929464
BLOOD_CULTURE__p25,0.021374999,3.7507787e-05,-0.01876005,0.0057206857,0.022159325,-0.004490961,0.016850783,0.02529332
BLOOD_PRESSURE_DIASTOLIC_MEASURE__p25,0.001767813,-0.03364348,-0.03362234,0.0147110475,-0.03574136,-0.066383004,-0.018662386,0.05476365
BLOOD_PRESSURE_SYSTOLIC_MEASURE__p25,-0.03847263,0.010112309,-0.031161938,-0.10011784,-0.07250068,-0.055284794,-0.01430254,-0.11827796
BMI_MEASURE__p25,0.017244678,-0.01708123,-0.029231826,0.008284307,0.0104500875,-0.010104664,-0.011336336,-0.009389753
BODY_TEMPERATURE_MEASURE__p25,-0.02787673,-0.14568886,-0.00019020097,0.028005239,-0.41415435,-0.019827377,-0.018871818,-0.054040585
BOLUS_DOSAGE__p25,-0.039255872,-0.07306651,-0.05876045,-0.19751137,-0.09848903,0.076429754,-0.025609998,-0.20172657
CALCIUM-GLUCONATE_BITZUA__p25,0.020903304,0.07089607,0.09692474,0.107897334,0.013414297,0.06622927,0.10350033,0.14801818
CARDIO-VASCULAR_DISORDER_EVENT__p25,0.019323442,-0.02442641,0.015449617,0.015855286,-0.0049309344,0.006438447,0.02102247,0.022411441
CARDIOVASCULAR_DISORDER_OBS__p25,0.019010724,-0.020285785,-0.01280604,-0.011290491,0.023123,-0.02184958,0.0077481875,-0.0024920646
CHEST_XRAY__p25,-0.008434261,-0.023360062,-0.0035268876,-0.020799147,0.015115897,0.021564769,-0.02335559,0.025249658
CREATINE-KINASE_MEASURE__p25,-0.023489786,-0.029319262,0.05279423,-0.097590305,-0.03352329,-0.057704926,0.07457796,-0.12918487
CREATININE_SERUM_MEASURE__p25,0.06748563,-0.050578147,0.022874936,-0.028671902,-0.08611526,0.07429092,0.009173784,-0.03842749
DEXTROSE_BITZUA__p25,0.028232852,-0.00941807,0.02218487,0.010068782,-0.14099501,0.011085097,0.028017908,0.05577683
DIABETES_DIAGNOSIS__p25,-0.02045113,-0.02014578,-0.01209609,-0.012726463,-0.0035086975,-0.024452137,-0.01537075,0.008473919
DIALYSIS__p25,-0.004951732,0.017851254,0.023343883,-0.0014252807,0.016613204,0.019043945,-0.023819542,-0.016706478
E-GFR_MEASURE__p25,-0.027406156,-0.024732495,-0.05363538,-0.041369013,-0.12226986,-0.017174145,-0.032534968,-0.004596843
EGFR_MEASURE__p25,-0.03613872,0.08488323,0.0030595292,-0.03691675,-0.017117433,-0.035854667,-0.013759031,-0.009388672
GLUCOSE_MEASURE__p25,-0.043992355,0.05741722,-0.05140623,-0.19934359,-0.012740102,0.027350789,0.056728486,-0.13166885
HEART_RATE_MEASURE__p25,-0.047215935,0.055112075,0.0051640323,-0.040182844,-0.08981188,0.041900165,0.019406911,0.03436758
HEMATOCRIT_MEASURE__p25,-0.028164113,0.017820181,-0.0050603794,-0.0072941207,-0.008432754,-0.03172315,0.027898025,-0.00030183874
HEMOGLOBIN_MEASURE__p25,-0.041514445,0.0010441197,-0.0648038,-0.044722937,-0.0357944,-0.021149905,-0.035174273,-0.024538908
HEPARIN_IV_BITZUA__p25,-0.029692188,0.02081491,-0.06444404,0.08330871,0.018490687,0.024035282,0.02104005,0.006730909
HYPERGLYCEMIA_EVENT__p25,0.001163799,-0.020387812,0.009888892,0.0041679945,-0.010572052,-0.023627037,-0.02126626,-0.0059123035
HYPERTONIC_SALINE_BITZUA__p25,-0.045452226,0.07379242,-0.06828461,0.005104052,-0.12004805,-0.072573856,-0.04632076,0.061078336
HYPOGLYCEMIA_EVENT__p25,0.013439965,0.013570192,0.013834687,0.0058757653,0.011827703,0.0016478266,-0.0034712984,-0.008032657
INFECTION_EVENT__p25,-0.0018396497,-0.01236951,0.00093220756,0.0043079574,-0.020814318,-0.014963443,0.00909471,0.008092251
INFECTION_WBC_MEASURE__p25,-0.0064770994,-0.03968882,-0.013872401,-0.024556492,-0.12546925,-0.008926648,0.019965949,-0.066821195
KETONES_SERUM_MEASURE__p25,-0.015355664,0.007140002,0.00415849,-0.02032758,0.0011802258,0.036619514,0.012574244,0.022026265
KETONES_URINE_MEASURE__p25,0.0077041215,-0.01217372,0.0028686463,0.030231902,0.0021416033,-0.0070247343,0.0043511083,0.0090368055
KIDNEY_COMPLICATION_EVENT__p25,0.018854327,-0.0016205707,0.013267936,-0.016289352,-0.018980183,-0.0022637579,0.0149768675,0.016419297
KIDNEY_COMPLICATION_OBS__p25,-0.013375393,0.021498634,0.013047089,0.020771146,-0.014309322,0.009751089,-0.0053974986,-0.004527789
MEAL_Breakfast__p25,-0.02292233,-0.0055331117,-0.0116465455,-0.0071572135,-0.0076224036,-0.015786434,-0.02135728,0.02398385
MEAL_Dinner__p25,0.0014517783,-0.02089353,-0.0029210995,-0.021618107,-0.013139668,-0.024935128,-0.008947698,0.024326207
MEAL_Lunch__p25,0.00042544576,0.0025327704,0.019307615,0.023734355,-0.003589694,0.010510133,0.023446582,0.01029613
MEAL_Night-Snack__p25,-0.0144248875,-0.022696305,0.024110332,-0.0062669595,0.0010155616,0.020661183,-0.0048909863,0.015230868
METFORMIN_HOME_BITZUA__p25,-0.011212096,-0.020001333,-0.0053579765,0.0042294334,0.034540948,-0.002463536,0.010986426,0.004217641
METFORMIN_HOSPITAL_BITZUA__p25,0.02414337,-0.010192662,0.0861738,0.040118467,0.0005328267,-0.021526475,0.044153586,0.0010139054
NEUTROPHILS_MEASURE__p25,-0.07867503,0.03848549,0.07790179,0.05924228,0.05018284,0.03842777,0.048456877,0.045067936
PH_MEASURE__p25,-0.0338631,0.0068236645,0.010098998,-0.03752613,0.21068172,-0.037519164,-0.009756144,-0.056079086
PLT_MEASURE__p25,0.018310063,-0.022325706,0.029287305,0.06579382,0.025384568,0.033925764,0.04543374,0.017346738
POTASSIUM_MEASURE__p25,0.104596496,0.03251441,-0.006543176,-0.020718364,-0.0066120327,0.039359044,-0.026143309,0.051827874
SEVERE_HYPERGLYCEMIA_EVENT__p25,-0.014345621,0.02213093,0.01429153,0.0019572626,-0.020799614,0.025682507,-0.011949006,0.0030216237
SEVERE_HYPOGLYCEMIA_EVENT__p25,0.017025027,-0.014284182,0.011638174,0.0018246754,0.0040708114,-0.008156268,0.005320862,0.01509157
SGLT2_HOME_BITZUA__p25,-0.006345065,-0.005783394,-0.022997541,0.02382841,0.0045024576,0.014212025,0.009776579,-0.009255259
SGLT2_HOSPITAL_BITZUA__p25,-0.030191587,-0.03410101,-0.012608879,0.0056606797,0.024364026,-0.054676853,-0.019008718,0.01973166
SODIUM_MEASURE__p25,0.011285358,-0.012395647,0.03492078,-0.014473294,-0.009070007,-0.044017456,0.048752353,-0.06670162
STEROIDS_IV_BITZUA__p25,-0.0066299033,0.045634087,-0.041225817,0.066405185,-0.010818669,0.10349323,-0.011376524,0.034737665
STEROIDS_PO_BITZUA__p25,-0.058795966,-0.042594954,0.030279392,-0.09440904,-0.0047148108,0.030304372,-0.03796289,-0.0981688
TROPONIN_MEASURE__p25,-0.03251634,0.012073647,-0.023629928,-0.08152598,-0.005758678,0.043736704,-0.032316506,-0.060213692
UREA_MEASURE__p25,-0.026255557,0.03373138,0.029535595,-0.040971335,0.020757971,-0.048287414,-0.020956852,0.014157141
URINE_CULTURE__p25,0.022526955,-0.021426976,0.01940607,-0.013613694,0.024144765,-0.013786026,-0.01751826,0.016761513
WEIGHT_MEASURE__p25,-0.013380671,-0.029946188,0.008434581,-0.009687933,0.025279075,-0.030305598,-0.005756979,-0.022359509
ADMISSION__median,-0.0024376763,0.022632457,0.019510077,0.019529598,-0.010804296,-0.015433778,-0.0020597114,0.019327795
ALANINE-AMINOTRANSFERASE_MEASURE__median,0.031224854,-0.11507676,0.04183154,0.017773168,-0.08612722,0.105097584,0.0032921517,-0.013340169
ALBUMIN_SERUM_MEASURE__median,-0.053636137,-0.04519535,-0.00623246,-0.021734865,0.0024476398,-0.08626553,0.0042802924,-0.03694364
ANTIBIOTIC_IV_BITZUA__median,0.0383084,0.08118104,0.007984714,0.10771496,-0.036197722,0.00024986741,0.028500084,0.04099946
ANTIBIOTIC_PO_BITZUA__median,-0.025242949,-0.013518804,0.01879319,-0.016228871,0.04270629,-0.06644062,0.01486052,0.00090828387
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__median,-0.016656898,-0.032117467,-0.019369109,-0.045004535,-0.015167377,0.0037435135,0.012953302,-0.043839008
ASPARATE-AMINOTRANSFERASE_MEASURE__median,-0.0030411195,0.019771278,-0.011145954,-0.003326887,0.032218266,-0.013481383,0.035700884,0.032089368
BASAL_DOSAGE__median,-0.026462683,0.022144381,0.021080144,-0.011024665,0.04477267,-0.06782559,-0.026066283,-0.047880445
BASAL_HOME_BITZUA__median,-0.002849486,0.020870872,0.0013228258,0.00067866733,-0.023800647,-0.031961955,0.032445107,0.0035552748
BASE_GLUCOSE_MEASURE__median,-0.008397426,-0.0013331816,0.020829841,-0.0075119543,0.017112702,0.023754735,-0.002458391,-0.00016806847
BICARBONATE_MEASURE__median,-0.03423181,0.041330565,0.0007910636,0.008780899,-0.10607159,0.02517787,-0.03697908,0.01872095
BLOOD_CULTURE__median,-0.0012308462,0.015330741,-0.011755567,-0.00491639,-0.018468525,-0.001131882,0.003906816,-0.006202259
BLOOD_PRESSURE_DIASTOLIC_MEASURE__median,-0.008508096,0.011082083,0.032155853,0.087392256,-0.04095391,0.06722365,0.07460869,-0.0024431644
BLOOD_PRESSURE_SYSTOLIC_MEASURE__median,-0.020595038,0.024819665,0.017396899,-0.10765883,0.24805018,0.039190676,-0.006416494,-0.12588677
BMI_MEASURE__median,0.0014938082,-0.009690924,0.019186947,0.015207031,0.010512356,0.014279655,-0.019326478,0.0034505548
BODY_TEMPERATURE_MEASURE__median,0.007833296,0.032415997,0.00858219,-0.056069147,0.095422976,0.05756095,0.017612265,-0.0776138
BOLUS_DOSAGE__median,-0.09535623,0.06378375,0.040257044,0.08560931,0.007963285,-0.046573922,0.015460801,0.05663397
CALCIUM-GLUCONATE_BITZUA__median,0.030846471,0.002250106,0.09114621,0.068483084,0.04264504,0.14882158,0.103295386,0.08441347
CARDIO-VASCULAR_DISORDER_EVENT__median,-0.005812433,0.024068648,-0.0220043,0.013048712,-0.023009617,0.02434294,-0.0012769912,0.017180944
CARDIOVASCULAR_DISORDER_OBS__median,-0.0039016316,-0.014073164,0.009793298,0.004666056,-0.013046773,0.00043191368,0.011740358,0.018607933
CHEST_XRAY__median,-0.014785489,0.01675791,0.00083829876,-0.0055501102,-0.0045665107,0.019980513,-0.00068213866,0.0015370763
CREATINE-KINASE_MEASURE__median,0.007774269,0.006281786,0.0042638225,0.05293669,-0.08132694,-0.013044368,-0.0058131767,-0.011473446
CREATININE_SERUM_MEASURE__median,0.08085339,-0.041911185,0.02935967,-0.006686339,-0.07609561,0.09961763,0.024482552,0.01440418
DEXTROSE_BITZUA__median,-0.025110405,0.026955102,-0.017616969,0.00064870395,0.05582745,-0.08394205,-0.013059722,-0.0805495
DIABETES_DIAGNOSIS__median,-0.02490034,-0.010861782,0.021444544,0.007575894,-0.0016952632,-0.02335136,-0.004896968,-0.008777733
DIALYSIS__median,0.0059324955,-0.010522342,0.018181577,-0.0025719486,-0.014648769,0.00042988724,0.002762195,0.012459444
E-GFR_MEASURE__median,-0.009357876,-0.05185493,-0.0021842695,-0.09429037,-0.07596376,-0.027240619,0.02292931,-0.07291179
EGFR_MEASURE__median,0.037923325,0.074129805,0.0017967647,-0.043279056,-0.058670122,0.007550501,-0.017437285,-0.066022426
GLUCOSE_MEASURE__median,0.055322774,0.103536524,0.014243668,0.028410297,-0.17816557,-0.098645605,0.053189296,0.056864116
HEART_RATE_MEASURE__median,0.022975145,0.07799117,0.04734703,0.00070608815,-0.01864571,0.0030758055,0.027281502,-0.04350405
HEMATOCRIT_MEASURE__median,0.021257224,0.030080266,0.015357562,0.03596517,0.10919656,0.00041274691,0.014964744,0.048832398
HEMOGLOBIN_MEASURE__median,-0.023884261,0.010453089,-0.019961175,0.0072843307,0.083465524,-0.029063944,-0.0012151701,-0.013412348
HEPARIN_IV_BITZUA__median,-0.054648932,0.010497266,0.010910987,0.043892473,0.25623143,0.03827433,-0.018484225,-0.020748265
HYPERGLYCEMIA_EVENT__median,-0.0031467818,-0.023071121,0.02361545,0.015255624,-0.0072666127,0.015611749,-0.0046544042,-0.00936708
HYPERTONIC_SALINE_BITZUA__median,0.009705787,-0.032174453,-0.0030639458,0.0026457377,0.018928312,0.059942864,-0.015007748,-0.007636682
HYPOGLYCEMIA_EVENT__median,0.022390017,0.018893758,0.021500567,0.021940755,0.011618727,-0.0132367425,-0.0016216702,0.022144616
INFECTION_EVENT__median,-0.0011596299,-0.0020532033,-0.003316454,-0.012291307,0.0028400621,-0.011498508,0.0109796785,0.005920738
INFECTION_WBC_MEASURE__median,-0.011223507,-0.04972219,0.04014004,-0.027822424,-0.11009027,-0.0012086935,0.0071507087,-0.035763387
KETONES_SERUM_MEASURE__median,-0.020192519,-0.011342292,-0.014807176,0.008108837,0.026233172,0.026707228,0.0014535965,0.017171359
KETONES_URINE_MEASURE__median,-0.010393745,-0.024923865,-0.015484982,0.0038673382,-0.04302122,-0.021888139,-0.006513297,-0.009330324
KIDNEY_COMPLICATION_EVENT__median,0.014704007,0.022884715,-0.020279262,-0.022771804,-0.0026124239,-0.023403613,0.008277166,-0.0134263635
KIDNEY_COMPLICATION_OBS__median,0.009007713,0.0038257584,0.019824248,0.016764965,-0.008033595,-0.0001796653,0.020320412,-0.018703079
MEAL_Breakfast__median,0.01488281,-0.010858582,-0.008509391,0.016913703,-0.019430455,-0.009281515,0.021698715,-0.012245382
MEAL_Dinner__median,0.014513009,-0.022601191,0.00878361,-0.023391232,-0.015452715,-0.009346021,-0.0194904,0.024589233
MEAL_Lunch__median,-0.012924655,0.018527469,-0.021296073,0.00053847744,0.0011429951,-0.009117188,0.002002021,0.010812125
MEAL_Night-Snack__median,-0.009754264,-0.0030119785,-0.025633711,0.006576076,-0.020001592,-0.0105653275,-0.0006568541,-0.0076188296
METFORMIN_HOME_BITZUA__median,0.012633982,-0.031718522,0.029905898,-0.031978108,-0.036996655,-0.009199337,0.0008740891,0.008177036
METFORMIN_HOSPITAL_BITZUA__median,0.008254756,0.07481908,-0.06871224,0.03988902,-0.100766085,0.0052132118,-0.039303694,0.0064267335
NEUTROPHILS_MEASURE__median,0.0038524126,-0.019371247,0.057503283,0.004040055,0.02891256,-0.011607329,0.023985106,0.03550325
PH_MEASURE__median,0.00084871176,-0.14784734,-0.0028271498,0.032321315,-0.17295787,0.04645839,0.049409915,0.1209878
PLT_MEASURE__median,0.008626018,0.19956507,0.068509795,0.076410994,0.08832198,0.017161695,0.041198067,0.11468986
POTASSIUM_MEASURE__median,0.07528509,0.025199203,0.0038586056,0.04275069,-0.05671229,0.04105512,0.016606418,0.04223177
SEVERE_HYPERGLYCEMIA_EVENT__median,-5.701957e-05,0.012061701,-0.0094854925,-0.025208246,-0.010799838,-0.012659092,-0.00025792103,0.01798813
SEVERE_HYPOGLYCEMIA_EVENT__median,-0.004865226,-0.010898826,-0.023897832,0.019251317,-0.013724343,-0.0011499443,0.018564736,0.002441499
